Address,Sold date,Sold price,Bedrooms,Bathrooms,Area,Type,Year built,Last remodel year,Heating,Cooling,Parking,HOA / Lot,Sunscore,Zestimate,Zestimate range,Last 30 day change
"19 Howes St # 3, Boston, MA 02125",Sold 08/02/2019,"$500,000 ",3 bds,1 ba,963 sqft,Condo,1910,,Forced air,,,$180/month,Great solar potentialSun Number™: 84.78,"$500,094 ","$465,000 - $540,000",-$692 (-0.1 %)
"194 Orange St, Boston, MA 02131",Sold 08/02/2019,"$480,000 ",3 bds,1 ba,"1,145 sqft",Condo,2013,,Forced air,,1 space,,Great solar potentialSun Number™: 75.38,"$480,091 ","$446,000 - $518,000",-$664 (-0.1 %)
"90 Waltham St # 2, Boston, MA 02118",Sold 08/02/2019,$2.35M,3 bds,2.5 ba,"1,904 sqft",Condo,2016,,Forced air,,,$291/month,Great solar potentialSun Number™: 83.18,"$2,350,445 ",$2.19M - $2.54M,"-$3,252 (-0.1 %)"
"267 Centre St # 3, Boston, MA 02122",Sold 08/02/2019,"$402,500 ",3 bds,1 ba,"1,096 sqft",Condo,1899,,,,,$258/month,,"$402,576 ","$374,000 - $435,000",-$557 (-0.1 %)
"211 Roslindale Ave, Boston, MA 02131",Sold 08/02/2019,"$408,500 ",3 bds,2 ba,"3,600 sqft",Multi Family,1900,2008,Forced air,,1 space,,Candidate for a community solar programSun Number™: 22.58,"$408,577 ","$380,000 - $441,000",-$565 (-0.1 %)
"25XX2 Chestnut Ave # 2, Boston, MA 02130",Sold 08/02/2019,"$575,000 ",3 bds,2 ba,#NAME?,Multi Family,,,,None,,,,"$575,109 ","$535,000 - $621,000","-$129,937 (-18.4 %)"
"30 Jamaica St # R, Boston, MA 02130",Sold 08/01/2019,"$720,000 ",3 bds,2 ba,"1,355 sqft",Multi Family,1864,2006,Forced air,,,,,"$720,151 ","$670,000 - $778,000",-$994 (-0.1 %)
"6 Jerome St # 2, Boston, MA 02125",Sold 08/01/2019,"$510,000 ",3 bds,1 ba,"1,025 sqft",Condo,1920,,Other,,,$175/month,Great solar potentialSun Number™: 87.98,"$510,106 ","$474,000 - $551,000",-$705 (-0.1 %)
"23 Sutton St, Boston, MA 02126",Sold 08/01/2019,"$384,000 ",3 bds,2.5 ba,"1,316 sqft",Condo,2003,,Forced air,,1 space,,Great solar potentialSun Number™: 95.02,"$384,080 ","$357,000 - $415,000",-$530 (-0.1 %)
"49 Leyden St, East Boston, MA 02128",Sold 08/01/2019,"$597,000 ",3 bds,2.5 ba,"7,020 sqft",Apartment,2016,2016,Other,,,,,,,
"500 Atlantic Ave UNIT 21A, Boston, MA 02210",Sold 08/01/2019,$2.58M,3 bds,2.5 ba,"2,133 sqft",Condo,2006,,Forced air,,2 spaces,$252/month,,"$2,575,540 ",$2.40M - $2.78M,"-$3,554 (-0.1 %)"
"26 Alpha Rd, Dorchester Center, MA 02124",Sold 07/31/2019,"$760,000 ",3 bds,1 ba,"1,400 sqft",Apartment,1900,2003,Other,,2 spaces,,Candidate for a community solar programSun Number™: 21.8,,,
"71 Business St, Boston, MA 02136",Sold 07/31/2019,"$485,000 ",3 bds,2.5 ba,"1,460 sqft",Condo,2006,2006,Forced air,Central,1 space,,,"$485,135 ","$451,000 - $524,000",-$655 (-0.1 %)
"2 6th St UNIT 405, South Boston, MA 02129",Sold 07/31/2019,$1.35M,3 bds,2 ba,"1,505 sqft",Condo,2017,,Forced air,,,,,"$1,350,377 ",$1.26M - $1.46M,"-$1,824 (-0.1 %)"
"580 Washington St # 1108, Boston, MA 02111",Sold 07/31/2019,$2.31M,3 bds,3 ba,"1,743 sqft",Condo,2013,,Forced air,,1 space,$188/month,,"$2,313,146 ",$2.15M - $2.50M,"-$3,125 (-0.1 %)"
"1313 Washington St APT 230, Boston, MA 02118",Sold 07/31/2019,$2.27M,3 bds,2 ba,"1,192 sqft",Condo,2002,,Forced air,Other,2 spaces,,,"$2,275,636 ",$2.12M - $2.46M,"-$3,073 (-0.1 %)"
"206 Beacon St APT 1, Boston, MA 02116",Sold 07/31/2019,$1.80M,3 bds,2.5 ba,"2,007 sqft",Condo,1882,2006,Forced air,,1 space,,Great solar potentialSun Number™: 94.38,"$1,803,704 ",$1.68M - $1.95M,"-$2,436 (-0.1 %)"
"36 Upton St # 3, Boston, MA 02118",Sold 07/29/2019,$1.98M,3 bds,3 ba,"1,619 sqft",Condo,1899,2004,Baseboard,Central,1 space,$300/month,,"$1,980,831 ",$1.84M - $2.14M,"-$2,558 (-0.1 %)"
"102 Sawyer Ave, Boston, MA 02125",Sold 07/29/2019,"$875,000 ",3 bds,3 ba,"2,000 sqft",Condo,1902,2018,"Forced air, Other",Central,Off street,,,"$875,367 ","$814,000 - $945,000","-$1,130 (-0.1 %)"
"25-27 Tafthill Ter UNIT 2, Boston, MA 02131",Sold 07/26/2019,"$645,000 ",3 bds,2.5 ba,"1,592 sqft",Condo,1899,,Forced air,,1 space,$400/month,,"$645,406 ","$600,000 - $697,000",-$776 (-0.1 %)
"2 Bellflower St, Boston, MA 02125",Sold 07/26/2019,"$879,000 ",3 bds,2 ba,"1,531 sqft",Condo,2019,2019,Forced air,Central,2 spaces,$384/month,,"$879,553 ","$818,000 - $950,000","-$1,057 (-0.1 %)"
"1 Huntington Ave APT 1001, Boston, MA 02116",Sold 07/26/2019,$4.70M,3 bds,4 ba,"2,848 sqft",Condo,1999,2016,Forced air,Central,Attached Garage,"$4,000/month",,"$4,702,960 ",$4.37M - $5.08M,"-$5,654 (-0.1 %)"
"10 Ann St, Dorchester, MA 02122",Sold 07/24/2019,"$670,000 ",3 bds,3 ba,"1,893 sqft",Condo,,,,,,,,"$670,515 ","$624,000 - $724,000",-$766 (-0.1 %)
"7 Rowell St # 1, Boston, MA 02125",Sold 07/24/2019,"$605,000 ",3 bds,2 ba,"1,600 sqft",Condo,1920,,Forced air,,,$250/month,Great solar potentialSun Number™: 90.38,"$605,465 ","$563,000 - $654,000",-$692 (-0.1 %)
"7 Rowell St # 2, Boston, MA 02125",Sold 07/24/2019,"$440,000 ",3 bds,1 ba,"1,020 sqft",Condo,1905,,Forced air,,,,,"$440,338 ","$410,000 - $476,000",-$504 (-0.1 %)
"103 Belgrade Ave ##2, Roslindale, MA 02131",Sold 07/19/2019,"$512,500 ",3 bds,2 ba,"1,300 sqft",Condo,,,,,,,,"$513,110 ","$477,000 - $554,000",-$495 (-0.1 %)
"54 Princeton St # 1, East Boston, MA 02128",Sold 07/19/2019,"$730,000 ",3 bds,3 ba,"1,756 sqft",Condo,2017,,Forced air,Central,2 spaces,,,"$730,817 ","$680,000 - $789,000",-$727 (-0.1 %)
"2064 Dorchester Ave, Boston, MA 02124",Sold 07/19/2019,"$636,000 ",3 bds,1 ba,"1,000 sqft",Apartment,1920,2015,Forced air,,2 spaces,,,,,
"24-26 Mildred Ave UNIT 2, Boston, MA 02126",Sold 07/18/2019,"$410,000 ",3 bds,2 ba,"1,330 sqft",Condo,2006,,Forced air,,1 space,,Great solar potentialSun Number™: 82.42,"$410,488 ","$382,000 - $443,000",-$396 (-0.1 %)
"2064 Dorchester Ave # 3, Boston, MA 02124",Sold 07/18/2019,"$675,000 ",3 bds,2 ba,"1,378 sqft",Condo,1920,,,,,$192/month,,"$675,803 ","$628,000 - $730,000",-$652 (-0.1 %)
"72 Robinwood Ave APT 3, Boston, MA 02130",Sold 07/18/2019,$1.18M,3 bds,2 ba,"2,294 sqft",Condo,1880,1986,Other,,2 spaces,$416/month,,"$1,181,404 ",$1.10M - $1.28M,"-$1,140 (-0.1 %)"
"442 E 5th St # 1, South Boston, MA 02127",Sold 07/18/2019,"$705,000 ",3 bds,2 ba,"1,052 sqft",Condo,1890,2008,Forced air,,On street,,Great solar potentialSun Number™: 94.86,,,
"96 Gainsborough St UNIT 103W, Boston, MA 02115",Sold 07/18/2019,"$955,000 ",3 bds,2 ba,"1,518 sqft",Multi Family,1899,1985,Forced air,Central,Off street,,Great solar potentialSun Number™: 94.38,"$1,206,512 ",$1.06M - $1.40M,"-$11,896 (-1.0 %)"
"24-26 Mildred Ave UNIT 4, Boston, MA 02126",Sold 07/18/2019,"$412,000 ",3 bds,2.5 ba,"1,436 sqft",Condo,2006,,Forced air,,1 space,,Candidate for a community solar programSun Number™: 23.02,"$412,490 ","$384,000 - $445,000",-$397 (-0.1 %)
"55 Wensley St # 2, Boston, MA 02120",Sold 07/16/2019,"$428,000 ",3 bds,1 ba,916 sqft,Condo,1880,2001,Other,None,,$155/month,Great solar potentialSun Number™: 88.78,"$428,569 ","$399,000 - $463,000",-$388 (-0.1 %)
"116 F St # 1, South Boston, MA 02127",Sold 07/16/2019,"$725,000 ",3 bds,2 ba,"1,330 sqft",Condo,1900,2002,Forced air,,,$200/month,Great solar potentialSun Number™: 91.66,"$725,964 ","$675,000 - $784,000",-$658 (-0.1 %)
"18 Greenwich Park # 2, Boston, MA 02118",Sold 07/16/2019,$2.44M,3 bds,2.5 ba,"1,816 sqft",Condo,1920,,Forced air,,1 space,$366/month,,"$2,443,246 ",$2.27M - $2.64M,"-$2,212 (-0.1 %)"
"15 Prospect St, Boston, MA 02129",Sold 07/16/2019,"$899,900 ",3 bds,1 ba,"3,606 sqft",Condo,1890,1975,Other,,,,,"$1,350,570 ",$1.15M - $1.63M,"+$51,535 (+4.0 %)"
"4 Wyoming St # 1, Boston, MA 02121",Sold 07/15/2019,"$570,000 ",3 bds,2.5 ba,"1,781 sqft",Condo,1900,,,,,$275/month,,"$570,798 ","$531,000 - $616,000",-$500 (-0.1 %)
"38 Woodward St # 2, South Boston, MA 02127",Sold 07/15/2019,"$595,000 ",3 bds,1 ba,785 sqft,Condo,1890,2006,Forced air,Central,On street,$101/month,,"$595,833 ","$554,000 - $643,000",-$522 (-0.1 %)
"81 Dresser St, South Boston, MA 02127",Sold 07/12/2019,$1.12M,3 bds,2.5 ba,"1,932 sqft",Condo,2012,,Forced air,,1 space,,Great solar potentialSun Number™: 94.86,"$1,126,812 ",$1.05M - $1.22M,-$887 (-0.1 %)
"17 Tower St # 1, Boston, MA 02130",Sold 07/12/2019,"$490,000 ",3 bds,1 ba,"1,033 sqft",Condo,1900,2002,Radiant,Central,1 space,$200/month,,"$490,789 ","$456,000 - $530,000",-$386 (-0.1 %)
"32-34 Ditson St # 4, Boston, MA 02122",Sold 07/12/2019,"$465,000 ",3 bds,2 ba,"2,046 sqft",Condo,1910,2005,Baseboard,,,$223/month,,"$496,026 ","$471,000 - $526,000","+$14,582 (+3.0 %)"
"29 Peter Parley Rd UNIT 3, Jamaica Plain, MA 02130",Sold 07/12/2019,"$772,000 ",3 bds,2 ba,"1,269 sqft",Condo,2017,,Forced air,,1 space,,,"$773,243 ","$719,000 - $835,000",-$609 (-0.1 %)
"53 Robeson St, Jamaica Plain, MA 02130",Sold 07/12/2019,$1.23M,3 bds,3.5 ba,"2,031 sqft",Condo,2017,,Forced air,,2 spaces,,Candidate for a community solar programSun Number™: 22.38,"$1,226,973 ",$1.14M - $1.33M,-$965 (-0.1 %)
"29 Peter Parley Rd UNIT 1, Jamaica Plain, MA 02130",Sold 07/12/2019,"$772,000 ",3 bds,2 ba,"1,344 sqft",Condo,2017,,Forced air,,1 space,,,"$773,243 ","$719,000 - $835,000","-$54,036 (-6.5 %)"
"149 South St APT 1, Boston, MA 02130",Sold 07/11/2019,"$600,000 ",3 bds,1 ba,"1,000 sqft",Condo,1905,,Forced air,,1 space,$210/month,,"$601,008 ","$559,000 - $649,000",-$455 (-0.1 %)
"300 Pier 4 #2, Boston, MA 02210",Sold 07/11/2019,$4.62M,3 bds,3 ba,"2,033 sqft",Condo,,,,,,,,"$4,626,763 ",$4.30M - $5.00M,"-$3,505 (-0.1 %)"
"1 Avery St APT 17B, Boston, MA 02111",Sold 07/11/2019,$2.13M,3 bds,4 ba,"1,862 sqft",Condo,2000,,Forced air,Central,1 space,"$2,538/month",,"$2,131,076 ",$1.98M - $2.30M,"-$1,613 (-0.1 %)"
"768 E 5th St # 1, Boston, MA 02127",Sold 07/11/2019,$1.12M,3 bds,3 ba,"1,692 sqft",Condo,2017,,Forced air,Central,2 spaces,$200/month,,"$1,126,890 ",$1.05M - $1.22M,-$854 (-0.1 %)
"347 Commonwealth Ave APT D, Boston, MA 02115",Sold 07/11/2019,$4.95M,3 bds,3 ba,"2,650 sqft",Condo,1889,,Heat pump,,1 space,"$2,309/month",,"$4,958,320 ",$4.61M - $5.35M,"-$3,755 (-0.1 %)"
"2 Centre St, Boston, MA 02119",Sold 07/11/2019,"$330,000 ",3 bds,1 ba,"1,500 sqft",Multi Family,1905,2007,Other,,On street,,Candidate for a community solar programSun Number™: 22.42,"$330,554 ","$307,000 - $357,000",-$250 (-0.1 %)
"768 E 5th St # 1, South Boston, MA 02127",Sold 07/11/2019,$1.12M,3 bds,2.5 ba,"1,692 sqft",Condo,2017,,Forced air,,,,,"$1,126,890 ",$1.05M - $1.22M,-$854 (-0.1 %)
"61 Ardale St # 2, Boston, MA 02131",Sold 07/10/2019,"$585,000 ",3 bds,1 ba,"1,841 sqft",Condo,1925,,Forced air,,1 space,$150/month,,"$586,024 ","$545,000 - $633,000",-$426 (-0.1 %)
"9 Thelma Rd # 3, Boston, MA 02122",Sold 07/10/2019,"$569,000 ",3 bds,1 ba,"1,120 sqft",Condo,1905,,Radiant,None,1 space,$150/month,,"$569,996 ","$530,000 - $616,000",-$415 (-0.1 %)
"2400 Beacon St UNIT 301, Chestnut Hill, MA 02467",Sold 07/10/2019,$1.65M,3 bds,2.5 ba,"1,992 sqft",Condo,2006,,Forced air,,2 spaces,,Great solar potentialSun Number™: 93.58,"$1,652,889 ",$1.54M - $1.79M,"-$1,202 (-0.1 %)"
"29 Greenwich Park # 2, Boston, MA 02118",Sold 07/09/2019,$1.95M,3 bds,2.5 ba,"1,644 sqft",Multi Family,1930,,Forced air,Other,1 space,,,"$1,953,551 ",$1.82M - $2.11M,"-$1,363 (-0.1 %)"
"49 Prince St # 1, Boston, MA 02130",Sold 07/08/2019,"$915,000 ",3 bds,2 ba,"1,667 sqft",Condo,1900,2009,Other,,1 space,$225/month,,"$916,730 ","$853,000 - $990,000",-$612 (-0.1 %)
"14-16 Evergreen St # 1, Boston, MA 02130",Sold 07/08/2019,"$545,000 ",3 bds,1 ba,"1,000 sqft",Condo,1893,,Forced air,,,$147/month,Great solar potentialSun Number™: 79.98,"$545,992 ","$508,000 - $590,000",-$382 (-0.1 %)
"74 Wellington Hill St # 2, Mattapan, MA 02126",Sold 07/08/2019,"$375,000 ",3 bds,1.5 ba,"1,011 sqft",Condo,1910,,Forced air,,,$150/month,,"$375,709 ","$349,000 - $406,000",-$251 (-0.1 %)
"64 Percival St # 3, Boston, MA 02122",Sold 07/08/2019,"$501,000 ",3 bds,1 ba,"1,062 sqft",Condo,1905,2013,Forced air,,On street,$18/month,,"$501,666 ","$467,000 - $542,000",-$454 (-0.1 %)
"866 Washington St # 1, Boston, MA 02124",Sold 07/08/2019,"$425,900 ",3 bds,1 ba,"1,075 sqft",Condo,1905,2008,Forced air,,1 space,$185/month,,"$475,821 ","$447,000 - $509,000","+$26,154 (+5.8 %)"
"137 Florence #137, Roslindale, MA 02131",Sold 07/07/2019,"$430,000 ",3 bds,2 ba,"1,100 sqft",Condo,,,,,,,,"$430,843 ","$401,000 - $465,000",-$275 (-0.1 %)
"13 Albemarle St APT 1, Boston, MA 02115",Sold 07/03/2019,$1.20M,3 bds,3 ba,"1,400 sqft",Condo,1900,2004,Baseboard,Wall,1 space,$332/month,,"$1,202,690 ",$1.12M - $1.30M,-$625 (-0.1 %)
"41 Spring Park Ave # 1, Boston, MA 02130",,"$765,000 ",3 bds,2 ba,"1,300 sqft",Condo,1898,2005,Forced air,Central,None,$197/month,,"$766,768 ","$713,000 - $828,000",-$377 (-0.0 %)
"12 Aberdeen St, Boston, MA 02215",Sold 07/02/2019,"$725,000 ",3 bds,1 ba,"2,000 sqft",Apartment,1930,,Forced air,Other,,,,,,
"32 Maynard St # 2, Boston, MA 02131",Sold 07/02/2019,"$612,000 ",3 bds,2 ba,"1,588 sqft",Condo,1928,,,,,$200/month,,"$613,414 ","$570,000 - $662,000",-$301 (-0.0 %)
"113 Lonsdale St # 2, Boston, MA 02124",Sold 07/02/2019,"$432,000 ",3 bds,1 ba,"1,170 sqft",Condo,1900,,Forced air,Other,1 space,,,"$432,998 ","$403,000 - $468,000",-$212 (-0.0 %)
"158 Lake Shore Rd APT 3, Boston, MA 02135",Sold 07/01/2019,"$320,000 ",3 bds,2 ba,832 sqft,Apartment,1963,1963,Forced air,Other,1 space,,,,,
"1764 Columbia Rd, South Boston, MA 02127",Sold 07/01/2019,$2.05M,3 bds,3 ba,"2,500 sqft",Condo,1925,,Forced air,Other,3 spaces,,,"$2,057,504 ",$1.91M - $2.22M,-$270 (-0.0 %)
"113 Commonwealth Ave APT 3, Boston, MA 02116",Sold 07/01/2019,$2.29M,3 bds,3 ba,"1,860 sqft",Condo,1930,2006,Baseboard,Central,1 space,"$1,094/month",,"$2,293,450 ",$2.13M - $2.48M,"-$1,056 (-0.0 %)"
"18-20 Highland Ave # 2, Boston, MA 02119",Sold 07/01/2019,"$375,000 ",3 bds,1 ba,999 sqft,Condo,1890,1985,Forced air,,,,,"$375,893 ","$350,000 - $406,000",-$173 (-0.0 %)
"143 W Brookline St APT 305, Boston, MA 02118",Sold 07/01/2019,$1.02M,3 bds,2 ba,"1,127 sqft",Condo,1989,1989,Other,,1 space,$649/month,,"$1,027,441 ","$956,000 - $1.11M",-$473 (-0.0 %)
"86 Roseclair St # 2, Boston, MA 02125",Sold 07/01/2019,"$560,000 ",3 bds,1 ba,"1,130 sqft",Condo,1905,,Forced air,,1 space,$300/month,,"$561,334 ","$522,000 - $606,000",-$258 (-0.0 %)
"1794 Columbia Road 3, South Boston, MA 02127",Sold 07/01/2019,"$928,000 ",3 bds,1.5 ba,"1,267 sqft",Condo,1905,,Forced air,,1 space,$255/month,,"$930,210 ","$865,000 - $1.00M",-$429 (-0.0 %)
"83 Waltham St # 3, Boston, MA 02118",Sold 06/30/2019,$2.50M,3 bds,3 ba,"2,406 sqft",Condo,1900,,Forced air,,,$367/month,,"$2,507,117 ",$2.33M - $2.71M,-$855 (-0.0 %)
"241 Perkins St UNIT D605, Boston, MA 02130",Sold 06/28/2019,"$775,000 ",3 bds,3 ba,"2,459 sqft",Condo,1987,1987,Forced air,Other,2 spaces,"$2,434/month",,"$777,116 ","$723,000 - $839,000",-$288 (-0.0 %)
"218 Lake Shore Rd APT 1, Boston, MA 02135",Sold 06/28/2019,"$520,000 ",3 bds,2 ba,"1,056 sqft",Condo,1963,1963,Forced air,,2 spaces,$530/month,,"$521,238 ","$485,000 - $563,000",-$241 (-0.0 %)
"356-358 Main St # 20, Boston, MA 02129",Sold 06/28/2019,"$630,000 ",3 bds,1 ba,"1,169 sqft",Condo,1900,1986,Forced air,Central,On street,$427/month,,"$631,720 ","$587,000 - $682,000",-$234 (-0.0 %)
"169 Maverick St, East Boston, MA 02128",Sold 06/28/2019,$1.58M,3 bds,3 ba,"3,096 sqft",Multiple Occupancy,1900,1900,Other,,1 space,,Great solar potentialSun Number™: 93,"$794,654 ","$715,000 - $850,000","-$19,146 (-2.4 %)"
"143-171 Hyde Park #143B, Jamaica Plain, MA 02130",Sold 06/28/2019,"$845,000 ",3 bds,2 ba,"1,825 sqft",Condo,,,,,,,,"$847,307 ","$788,000 - $915,000",-$314 (-0.0 %)
"116 Farquhar St APT 1, Boston, MA 02131",Sold 06/28/2019,"$660,000 ",3 bds,3 ba,"2,040 sqft",Condo,1925,,,,,$200/month,,"$661,802 ","$615,000 - $715,000",-$245 (-0.0 %)
"390 K St # 2, South Boston, MA 02127",Sold 06/28/2019,$1.35M,3 bds,2.5 ba,"2,100 sqft",Condo,1880,2006,Forced air,,2 spaces,$300/month,,"$1,353,686 ",$1.26M - $1.46M,-$502 (-0.0 %)
"18 Seaverns Ave # 2, Boston, MA 02130",Sold 06/28/2019,"$815,000 ",3 bds,2 ba,"1,165 sqft",Condo,1870,1870,Other,,1 space,,,"$817,225 ","$760,000 - $883,000",-$303 (-0.0 %)
"88 Day St # 2, Boston, MA 02130",Sold 06/28/2019,"$727,500 ",3 bds,2 ba,"1,387 sqft",Condo,1910,,Other,,2 spaces,$256/month,,"$728,807 ","$678,000 - $773,000","+$40,935 (+6.0 %)"
"1259 Commonwealth Ave APT 5, Boston, MA 02134",Sold 06/28/2019,"$59,900 ",3 bds,1 ba,968 sqft,Apartment,1920,1980,Baseboard,,1 space,$430/month,,,,
"25 Chestnut Ave # 3, Boston, MA 02130",Sold 06/28/2019,"$600,000 ",3 bds,2 ba,"9,999 sqft",Multi Family,1905,,Forced air,None,On street,,,"$601,638 ","$560,000 - $650,000",+$160 (+0.0 %)
"511 E 8th St # 2, South Boston, MA 02127",Sold 06/28/2019,"$769,000 ",3 bds,2.5 ba,"1,202 sqft",Condo,1900,1999,Forced air,Central,On street,,,"$771,099 ","$717,000 - $833,000",-$286 (-0.0 %)
"19-21 Norfolk St # 2, Boston, MA 02119",Sold 06/28/2019,"$495,000 ",3 bds,2 ba,"1,322 sqft",Condo,1900,2001,Forced air,,Off street,$300/month,,"$496,351 ","$462,000 - $536,000",-$184 (-0.0 %)
"128 Beacon St UNIT H, Boston, MA 02116",Sold 06/28/2019,$6.65M,3 bds,3.5 ba,"3,347 sqft",Condo,1899,,Forced air,,3 spaces,$319/month,,"$6,668,158 ",$6.20M - $7.20M,"-$2,475 (-0.0 %)"
"14 Bolster St # 2, Boston, MA 02130",Sold 06/28/2019,"$690,000 ",3 bds,2 ba,"1,200 sqft",Condo,2007,2007,Forced air,,1 space,$175/month,,"$730,531 ","$694,000 - $767,000","+$8,290 (+1.1 %)"
"41-43 Chappie St # 2, Boston, MA 02129",Sold 06/28/2019,"$210,000 ",3 bds,3 ba,"2,415 sqft",Condo,2013,,Forced air,Central,2 spaces,,Great solar potentialSun Number™: 86,"$1,318,724 ",$1.21M - $1.44M,"-$8,137 (-0.6 %)"
"10 Cumberland St APT 1, Boston, MA 02115",Sold 06/27/2019,$1.10M,3 bds,2 ba,"1,200 sqft",Condo,1890,1982,Heat pump,,,,,"$1,103,131 ",$1.03M - $1.19M,-$376 (-0.0 %)
"83 Old Harbor St # 1, South Boston, MA 02127",Sold 06/27/2019,"$924,500 ",3 bds,2 ba,"2,013 sqft",Condo,1898,,"Forced air, Heat pump",Central,None,$195/month,,"$927,131 ","$862,000 - $1.00M",-$317 (-0.0 %)
"42 8th St APT 1517, Boston, MA 02129",Sold 06/27/2019,"$829,750 ",3 bds,2 ba,"1,314 sqft",Condo,1899,,Forced air,,Attached Garage,$961/month,,"$832,112 ","$774,000 - $899,000",-$284 (-0.0 %)
"2 6th St UNIT 207, South Boston, MA 02129",Sold 06/27/2019,$1.13M,3 bds,2 ba,"1,521 sqft",Condo,2017,,Forced air,,,,,"$1,131,211 ",$1.05M - $1.22M,-$386 (-0.0 %)
"9 Cliftondale St, Boston, MA 02131",Sold 06/26/2019,"$689,000 ",3 bds,2.5 ba,"1,785 sqft",Condo,2005,,Forced air,,2 spaces,,Great solar potentialSun Number™: 89.78,"$691,041 ","$643,000 - $746,000",-$215 (-0.0 %)
"107 Boardman St, East Boston, MA 02128",,"$560,000 ",3 bds,2.5 ba,"1,289 sqft",Condo,2007,2007,Forced air,Central,1 space,,,"$561,594 ","$522,000 - $607,000",-$191 (-0.0 %)
"363 S Huntington Ave APT 2, Boston, MA 02130",Sold 06/26/2019,"$849,000 ",3 bds,3 ba,"2,048 sqft",Condo,1899,,Forced air,,2 spaces,$424/month,,"$851,515 ","$792,000 - $920,000",-$265 (-0.0 %)
"86 Wyman St # 2, Boston, MA 02130",Sold 06/26/2019,"$842,000 ",3 bds,2 ba,"1,672 sqft",Condo,1905,,Forced air,Central,Off street,$180/month,,"$844,494 ","$785,000 - $912,000",-$263 (-0.0 %)
"30 Chestnut Sq, Boston, MA 02130",Sold 06/26/2019,$1.21M,3 bds,2.5 ba,"1,866 sqft",Condo,2015,,Forced air,,1 space,,Limited solar potentialSun Number™: 58.38,"$1,213,585 ",$1.13M - $1.31M,-$377 (-0.0 %)
"118 Cummins Hwy # 2, Boston, MA 02131",Sold 06/24/2019,"$445,000 ",3 bds,1 ba,988 sqft,Condo,1908,2005,Other,Other,On street,,,"$446,422 ","$415,000 - $482,000",-$112 (-0.0 %)
"101 Sawyer Ave # 1, Boston, MA 02125",Sold 06/24/2019,"$525,000 ",3 bds,1 ba,"1,041 sqft",Condo,1900,,Other,,1 space,$220/month,,"$526,677 ","$490,000 - $569,000",-$133 (-0.0 %)
"1098 Bennington St # 2, East Boston, MA 02128",Sold 06/21/2019,"$480,000 ",3 bds,1 ba,"1,132 sqft",Condo,1900,,Forced air,Central,,$241/month,Great solar potentialSun Number™: 89,"$481,701 ","$448,000 - $520,000",-$77 (-0.0 %)
"82 School St # 1, Boston, MA 02129",Sold 06/21/2019,$1.05M,3 bds,2 ba,"1,708 sqft",Condo,1999,1999,Forced air,Central,Attached Garage,$220/month,,"$1,053,721 ","$980,000 - $1.14M",-$170 (-0.0 %)
"65 Westmoreland St # 2, Dorchester Center, MA 02124",Sold 06/21/2019,"$701,000 ",3 bds,2 ba,"1,900 sqft",Multi Family,1926,1926,,,,,,"$703,484 ","$654,000 - $760,000",-$114 (-0.0 %)
"121-123 Saint Rose St UNIT 1, Boston, MA 02130",Sold 06/21/2019,"$660,000 ",3 bds,1 ba,"1,150 sqft",Condo,1920,2006,Forced air,Central,On street,$180/month,,"$662,339 ","$616,000 - $715,000",-$107 (-0.0 %)
"27 S Munroe Ter # 1, Boston, MA 02122",Sold 06/21/2019,"$440,000 ",3 bds,1 ba,"1,303 sqft",Condo,1905,,Forced air,,,$300/month,Great solar potentialSun Number™: 83.18,"$441,559 ","$411,000 - $477,000",-$72 (-0.0 %)
"50 Undine Rd UNIT 5, Newton, MA 02458",Sold 06/21/2019,"$775,000 ",3 bds,2.5 ba,"2,080 sqft",Condo,1985,1985,Forced air,Central,2 spaces,$360/month,,"$768,867 ","$715,000 - $823,000","-$9,793 (-1.3 %)"
"122 W 7th St, South Boston, MA 02127",Sold 06/20/2019,"$880,000 ",3 bds,2.5 ba,"1,429 sqft",Apartment,1998,1998,Forced air,Other,2 spaces,,Great solar potentialSun Number™: 94.06,,,
"57 Washington St # 2, Boston, MA 02129",Sold 06/20/2019,$1.11M,3 bds,2 ba,"1,709 sqft",Condo,1996,1996,Forced air,Central,1 space,$237/month,,"$1,114,063 ",$1.04M - $1.20M,-$147 (-0.0 %)
"531 Massachusetts Ave # 3, Boston, MA 02118",Sold 06/20/2019,$1.48M,3 bds,2 ba,"1,999 sqft",Condo,1890,,Forced air,Central,On street,$600/month,,"$1,480,399 ",$1.38M - $1.60M,-$195 (-0.0 %)
"446 Shawmut Ave # 3, Boston, MA 02118",Sold 06/20/2019,$1.30M,3 bds,2 ba,"1,294 sqft",Condo,1890,1989,Other,,,$198/month,,"$1,304,607 ",$1.21M - $1.41M,-$211 (-0.0 %)
"144 W Concord St # 3, Boston, MA 02118",Sold 06/20/2019,$2.02M,3 bds,2.5 ba,"1,700 sqft",Condo,1875,2010,Forced air,Central,2 spaces,$437/month,,"$2,032,412 ",$1.89M - $2.20M,-$267 (-0.0 %)
"63 Saint Botolph St APT 1, Boston, MA 02116",Sold 06/20/2019,$1.85M,3 bds,2.5 ba,"1,839 sqft",Condo,1900,1999,Forced air,,1 space,$565/month,,"$1,856,772 ",$1.73M - $2.01M,-$244 (-0.0 %)
