Address,Sale price,Bedrooms,Bathrooms,Area,Zestimate,Type,Year built,Heating,Cooling,Parking,HOA / Lot,Sunscore,Monthly cost,Principal & interest,Property taxes,Home insurance,HOA fee
"1538 Michael Ln, Pacific Palisades, CA 90272","$1,200,000 ",3 bds,3 ba,"2,081 sqft","$1,195,908 ",Townhouse,1979,Forced air,Central,Attached Garage,9.19 acres,,"$6,176 ","$4,436/mo",$770/mo,$420/mo,$550/mo
"13785 Louvre St, Pacoima, CA 91331","$499,000 ",4 bds,2 ba,"1,334 sqft","$506,754 ",Single Family,1938,Forced air,Central,1 space,"7,496 sqft",Great solar potentialSun Numberâ„¢:Â 94.11,"$2,342 ","$1,847/mo",$320/mo,$175/mo,$0/mo
"8956 Wonderland Park Ave, Los Angeles, CA 90046","$3,793,000 ",3 bds,2 ba,"2,027 sqft","$3,823,384 ",Single Family,1953,"Forced air, Radiant",Central,1 space,0.69 acres,Great solar potentialSun Numberâ„¢:Â 87.48,"$17,781 ","$14,020/mo","$2,434/mo","$1,328/mo",$0/mo
"10009 Westwanda Dr, Beverly Hills, CA 90210","$1,150,000 ",2 bds,2 ba,"1,200 sqft","$1,168,333 ",Single Family,1977,Forced air,Central,Attached Garage,"5,828 sqft",Candidate for a community solar programSun Numberâ„¢:Â 23.37,"$5,391 ","$4,251/mo",$738/mo,$403/mo,$0/mo
"712 W 101st St, Los Angeles, CA 90044","$414,900 ",2 bds,1 ba,818 sqft,"$415,016 ",Single Family,1941,Wall,None,4 spaces,"3,127 sqft",Great solar potentialSun Numberâ„¢:Â 95.34,"$1,947 ","$1,535/mo",$266/mo,$145/mo,$0/mo
"1622 E Sandison St, Wilmington, CA 90744","$435,000 ",3 bds,2 ba,"1,052 sqft","$435,533 ",Single Family,1953,Other,None,2 spaces,"5,035 sqft",Great solar potentialSun Numberâ„¢:Â 74.45,"$2,041 ","$1,610/mo",$279/mo,$152/mo,$0/mo
"1110 Stradella Rd, Los Angeles, CA 90077","$4,979,000 ",4 bds,5 ba,"3,585 sqft","$4,889,198 ",Single Family,1951,Forced air,Central,5 spaces,1.18 acres,Great solar potentialSun Numberâ„¢:Â 77.23,"$23,341 ","$18,404/mo","$3,195/mo","$1,743/mo",$0/mo
"209 S Lucerne Blvd, Los Angeles, CA 90004","$2,795,000 ",4 bds,4 ba,"2,908 sqft","$2,795,012 ",Single Family,1922,Forced air,"Central, Wall",5 spaces,"9,456 sqft",Great solar potentialSun Numberâ„¢:Â 93.49,"$13,103 ","$10,331/mo","$1,793/mo",$978/mo,$0/mo
"9116 Cordell Dr, Los Angeles, CA 90069","$8,995,000 ",4 bds,5 ba,"3,602 sqft","$8,995,052 ",Single Family,2019,Forced air,Central,1 space,"9,622 sqft",Great solar potentialSun Numberâ„¢:Â 87.43,"$42,168 ","$33,248/mo","$5,772/mo","$3,148/mo",$0/mo
"8240 Rees St, Playa Del Rey, CA 90293","$1,525,000 ",5 bds,3 ba,"1,854 sqft","$1,486,022 ",Single Family,1956,Other,,1 space,"5,684 sqft",Great solar potentialSun Numberâ„¢:Â 88.05,"$7,149 ","$5,637/mo",$979/mo,$534/mo,$0/mo
"3665 W 58th Pl, Los Angeles, CA 90043","$675,000 ",3 bds,2 ba,"1,176 sqft","$675,004 ",Single Family,1923,Wall,None,1 space,"6,250 sqft",Limited solar potentialSun Numberâ„¢:Â 42.94,"$3,140 ","$2,470/mo",$433/mo,$236/mo,$0/mo
"14529 Village Way Dr, Sylmar, CA 91342","$559,900 ",4 bds,3 ba,"1,951 sqft","$559,975 ",Single Family,2002,Forced air,Central,Attached Garage,1.25 acres,Great solar potentialSun Numberâ„¢:Â 95.87,"$2,692 ","$2,072/mo",$359/mo,$196/mo,$65/mo
"760 W 103rd St, Los Angeles, CA 90044","$559,900 ",3 bds,2 ba,"1,639 sqft",,Single Family,1935,Wall,None,2 spaces,"4,120 sqft",Great solar potentialSun Numberâ„¢:Â 95.34,"$2,627 ","$2,072/mo",$359/mo,$196/mo,$0/mo
"6612 Nestle Ave, Reseda, CA 91335","$524,000 ",3 bds,2 ba,"1,511 sqft","$531,906 ",Single Family,1950,Wall,Central,2 spaces,"5,950 sqft",Great solar potentialSun Numberâ„¢:Â 90.77,"$2,459 ","$1,939/mo",$336/mo,$183/mo,$0/mo
"12719 Shenley St, Sylmar, CA 91342","$610,000 ",4 bds,2 ba,"1,631 sqft","$610,254 ",Single Family,1976,Forced air,Central,1 space,"10,515 sqft",Great solar potentialSun Numberâ„¢:Â 82.3,"$2,837 ","$2,232/mo",$391/mo,$214/mo,$0/mo
"129 W 74th St, Los Angeles, CA 90003","$400,000 ",2 bds,1 ba,812 sqft,"$400,029 ",Single Family,1924,Wall,None,,"5,972 sqft",Great solar potentialSun Numberâ„¢:Â 88.64,"$1,877 ","$1,480/mo",$257/mo,$140/mo,$0/mo
"15230 Earlham St, Pacific Palisades, CA 90272","$2,764,015 ",6 bds,#NAME?,"2,981 sqft",,Single Family,1950,Forced air,None,2 spaces,"6,787 sqft",Great solar potentialSun Numberâ„¢:Â 75.46,"$12,958 ","$10,217/mo","$1,774/mo",$967/mo,$0/mo
"8359 Chimineas Ave, Northridge, CA 91325","$629,000 ",3 bds,2 ba,"1,437 sqft","$641,601 ",Single Family,1956,Forced air,None,1 space,"8,128 sqft",Great solar potentialSun Numberâ„¢:Â 89.91,"$2,926 ","$2,302/mo",$404/mo,$220/mo,$0/mo
"13812 Gavina Ave, Sylmar, CA 91342","$549,945 ",4 bds,2 ba,"1,316 sqft","$557,516 ",Single Family,1969,Forced air,Central,1 space,"9,282 sqft",Great solar potentialSun Numberâ„¢:Â 79.9,"$2,581 ","$2,035/mo",$353/mo,$192/mo,$0/mo
"10970 Avalon Blvd, Los Angeles, CA","$485,000 ",4 bds,3 ba,"1,790 sqft","$485,002 ",Single Family,2019,Wall,None,Attached Garage,"3,001 sqft",Great solar potentialSun Numberâ„¢:Â 95.34,"$2,276 ","$1,795/mo",$311/mo,$170/mo,$0/mo
"14881 Cobalt St, Sylmar, CA 91342","$888,000 ",5 bds,2 ba,"1,730 sqft","$907,335 ",Single Family,1957,Forced air,Central,5 spaces,0.41 acres,Great solar potentialSun Numberâ„¢:Â 95.1,"$4,130 ","$3,250/mo",$570/mo,$311/mo,$0/mo
"322 S Miraleste Dr UNIT 182, Los Angeles, CA 90732","$319,900 ",1 bd,1 ba,771 sqft,"$557,516 ",Single Family,1969,Forced air,Central,1 space,"9,282 sqft",Great solar potentialSun Numberâ„¢:Â 79.9,"$2,581 ","$2,035/mo",$353/mo,$192/mo,$0/mo
"8706 Cimarron St, Los Angeles, CA 90047","$595,000 ",3 bds,2 ba,"1,303 sqft","$485,002 ",Single Family,2019,Wall,None,Attached Garage,"3,001 sqft",Great solar potentialSun Numberâ„¢:Â 95.34,"$2,276 ","$1,795/mo",$311/mo,$170/mo,$0/mo
"14881 Cobalt St, Sylmar, CA 91342","$888,000 ",5 bds,2 ba,"1,730 sqft","$907,335 ",Single Family,1957,Forced air,Central,5 spaces,0.41 acres,Great solar potentialSun Numberâ„¢:Â 95.1,"$4,130 ","$3,250/mo",$570/mo,$311/mo,$0/mo
"12422 Jerome St, Sun Valley, CA 91352","$797,500 ",3 bds,3 ba,"2,200 sqft","$809,831 ",Single Family,1954,Forced air,Central,2 spaces,0.29 acres,Great solar potentialSun Numberâ„¢:Â 78.55,"$3,709 ","$2,919/mo",$512/mo,$279/mo,$0/mo
"2848 1/2 Griffin Ave, Los Angeles, CA 90031","$849,000 ",3 bds,3 ba,"1,955 sqft","$849,213 ",Single Family,2019,Forced air,Central,2 spaces,"6,094 sqft",,"$3,949 ","$3,107/mo",$545/mo,$297/mo,$0/mo
"8706 Cimarron St, Los Angeles, CA 90047","$595,000 ",3 bds,2 ba,"1,303 sqft","$595,004 ",Single Family,1939,Forced air,Central,2 spaces,"5,427 sqft",Great solar potentialSun Numberâ„¢:Â 95.54,"$2,768 ","$2,178/mo",$382/mo,$208/mo,$0/mo
"1917 W 66th St, Los Angeles, CA 90047","$599,000 ",2 bds,1 ba,"1,400 sqft","$599,083 ",Single Family,1935,Wall,None,5 spaces,"4,299 sqft",Great solar potentialSun Numberâ„¢:Â 85.14,"$2,786 ","$2,192/mo",$384/mo,$210/mo,$0/mo
"10346 Patrick Ave, Arleta, CA 91331","$549,900 ",3 bds,2 ba,"1,170 sqft","$561,296 ",Single Family,1950,Forced air,Central,4 spaces,"5,998 sqft",Great solar potentialSun Numberâ„¢:Â 95.71,"$2,580 ","$2,035/mo",$353/mo,$192/mo,$0/mo
"4939 Laurel Canyon Blvd APT B, Los Angeles, CA 91607","$599,000 ",2 bds,3 ba,"1,600 sqft","$599,005 ",Townhouse,1980,Forced air,Central,Attached Garage,0.27 acres,Great solar potentialSun Numberâ„¢:Â 87.42,"$3,172 ","$2,192/mo",$384/mo,$210/mo,$386/mo
"10059 Hillview Ave, Chatsworth, CA 91311","$599,000 ",3 bds,2 ba,"1,474 sqft","$599,001 ",Single Family,1978,Forced air,Central,6 spaces,"8,433 sqft",Great solar potentialSun Numberâ„¢:Â 80.56,"$2,786 ","$2,192/mo",$384/mo,$210/mo,$0/mo
"10145 La Tuna Canyon Rd, Sun Valley, CA 91352","$749,900 ",4 bds,2 ba,"1,789 sqft","$762,208 ",Single Family,1955,Forced air,None,1 space,0.33 acres,Great solar potentialSun Numberâ„¢:Â 95.36,"$3,488 ","$2,744/mo",$481/mo,$262/mo,$0/mo
"5214 S Saint Andrews Pl, Los Angeles, CA 90062","$499,999 ",2 bds,1 ba,"1,172 sqft","$500,003 ",Single Family,1950,Wall,None,,"5,758 sqft",Limited solar potentialSun Numberâ„¢:Â 51.04,"$2,346 ","$1,850/mo",$321/mo,$175/mo,$0/mo
"432 W 51st St, Los Angeles, CA 90037","$450,000 ",2 bds,1 ba,"1,304 sqft","$450,002 ",Single Family,1908,,None,,"5,505 sqft",Great solar potentialSun Numberâ„¢:Â 93.44,"$2,112 ","$1,665/mo",$289/mo,$158/mo,$0/mo
"18021 Hatton St, Reseda, CA 91335","$610,000 ",4 bds,3 ba,"1,784 sqft","$610,005 ",Single Family,1953,Forced air,Central,2 spaces,"5,993 sqft",Great solar potentialSun Numberâ„¢:Â 85.95,"$2,837 ","$2,232/mo",$391/mo,$214/mo,$0/mo
"5336 Ethel Ave, Sherman Oaks, CA 91401","$1,399,000 ",3 bds,3 ba,"1,875 sqft","$1,432,915 ",Single Family,1953,Forced air,Central,6 spaces,"7,453 sqft",Great solar potentialSun Numberâ„¢:Â 93.74,"$6,558 ","$5,171/mo",$898/mo,$490/mo,$0/mo
"22828 Styles St, Woodland Hills, CA 91367","$949,000 ",4 bds,3 ba,"1,965 sqft","$949,002 ",Single Family,1973,Forced air,Central,1 space,"10,641 sqft",Good solar potentialSun Numberâ„¢:Â 67.79,"$4,449 ","$3,508/mo",$609/mo,$332/mo,$0/mo
"14556 Willowgreen Ln, Sylmar, CA 91342","$599,999 ",5 bds,3 ba,"2,204 sqft","$600,001 ",Single Family,2002,Forced air,Central,Attached Garage,4.14 acres,Great solar potentialSun Numberâ„¢:Â 95.1,"$2,923 ","$2,196/mo",$385/mo,$210/mo,$132/mo
"2727 S Averill Ave, San Pedro, CA 90731","$1,199,000 ",4 bds,3 ba,"2,460 sqft","$1,199,003 ",Single Family,1990,Forced air,None,1 space,"7,021 sqft",Great solar potentialSun Numberâ„¢:Â 94.98,"$5,621 ","$4,432/mo",$769/mo,$420/mo,$0/mo
"4181 Weslin Ave, Sherman Oaks, CA 91423","$1,450,000 ",3 bds,3 ba,"2,622 sqft",,Single Family,1961,Forced air,Central,4 spaces,0.26 acres,Limited solar potentialSun Numberâ„¢:Â 56.18,"$6,798 ","$5,360/mo",$930/mo,$508/mo,$0/mo
"5749 Valley Oak Dr, Los Angeles, CA 90068","$2,185,000 ",3 bds,4 ba,"2,093 sqft","$2,185,009 ",Single Family,1949,Forced air,Central,1 space,"6,420 sqft",Limited solar potentialSun Numberâ„¢:Â 41.76,"$10,928 ","$8,076/mo","$1,402/mo",$765/mo,$685/mo
"3539 Greenwood Ave, Los Angeles, CA 90066","$1,475,000 ",3 bds,2 ba,"1,088 sqft","$1,501,818 ",Single Family,1948,Forced air,None,2 spaces,"4,787 sqft",Great solar potentialSun Numberâ„¢:Â 90.87,"$6,915 ","$5,452/mo",$946/mo,$516/mo,$0/mo
"8400 Grand View Dr, Los Angeles, CA 90046","$5,195,000 ",3 bds,4 ba,"2,871 sqft","$4,868,270 ",Single Family,2007,Forced air,Central,4 spaces,0.26 acres,Great solar potentialSun Numberâ„¢:Â 92.28,"$24,354 ","$19,202/mo","$3,333/mo","$1,818/mo",$0/mo
"Residence One Plan, Tovara West","$474,900 ",3 bds,3 ba,"1,397 sqft","$476,424 ",Single Family,2019,Forced air,,2 spaces,,,"$2,228 ",,,,
"Plan One Plan, 24 On Centre","$799,900 ",3 bds,3.5 ba,"2,053 sqft","$798,587 ",Single Family,2019,Forced air,,Attached Garage,,,"$3,721 ",,,,
"20139 Haynes St, Winnetka, CA 91306","$629,000 ",3 bds,2 ba,"1,383 sqft","$640,541 ",Single Family,1958,Forced air,Central,1 space,"7,666 sqft",Great solar potentialSun Numberâ„¢:Â 71.37,"$2,926 ","$2,302/mo",$404/mo,$220/mo,$0/mo
"9450 S Denker Ave, Los Angeles, CA 90047",$--,2 bds,1 ba,"1,174 sqft","$508,137 ",Single Family,1938,Other,None,2 spaces,"7,748 sqft",Great solar potentialSun Numberâ„¢:Â 81.94,$0 ,$0/mo,$0/mo,$0/mo,$0/mo
"20200 Ingomar St, Winnetka, CA 91306","$649,999 ",4 bds,2 ba,"1,928 sqft","$650,003 ",Single Family,1977,Forced air,Central,1 space,"6,882 sqft",Great solar potentialSun Numberâ„¢:Â 77.75,"$3,023 ","$2,379/mo",$417/mo,$227/mo,$0/mo
"7908 Jellico Ave, Northridge, CA 91325","$579,500 ",3 bds,1 ba,"1,366 sqft","$586,425 ",Single Family,1951,Forced air,Central,2 spaces,"6,059 sqft",Great solar potentialSun Numberâ„¢:Â 86.71,"$2,695 ","$2,121/mo",$372/mo,$203/mo,$0/mo
"19128 Castlebay Ln, Porter Ranch, CA 91326","$899,950 ",4 bds,3 ba,"2,450 sqft","$899,956 ",Single Family,1966,Forced air,Central,2 spaces,"8,137 sqft",Great solar potentialSun Numberâ„¢:Â 80.62,"$4,186 ","$3,294/mo",$577/mo,$315/mo,$0/mo
"9739 Samoa Ave, Tujunga, CA 91042","$475,000 ",2 bds,1 ba,941 sqft,"$492,933 ",Single Family,1933,Wall,Wall,,"8,106 sqft",Limited solar potentialSun Numberâ„¢:Â 52.5,"$2,229 ","$1,758/mo",$305/mo,$166/mo,$0/mo
"15935 Archwood Ln, Van Nuys, CA 91406","$1,500,000 ",5 bds,3 ba,"3,200 sqft","$892,190 ",Single Family,2006,Forced air,Other,"Off street, Detached Garage","7,500 sqft",Great solar potentialSun Numberâ„¢:Â 93.7,"$7,032 ","$5,544/mo",$963/mo,$525/mo,$0/mo
"Allura Residence 10 Plan, The District at Northridge","$649,000 ",3 bds,2.5 ba,"1,692 sqft","$639,048 ",Townhouse,2019,,,2 spaces,,,"$3,319 ",,,,
"4221 Beethoven St, Los Angeles, CA 90066","$775,000 ",3 bds,1 ba,"1,062 sqft","$788,536 ",Single Family,1949,Wall,Other,1 space,"4,560 sqft",Great solar potentialSun Numberâ„¢:Â 92.37,"$3,605 ","$2,836/mo",$497/mo,$271/mo,$0/mo
"4229 Klump Ave, North Hollywood, CA 91602","$1,249,900 ",3 bds,2 ba,"1,313 sqft","$1,255,129 ",Single Family,1940,Forced air,Central,2 spaces,"5,562 sqft",Good solar potentialSun Numberâ„¢:Â 65.84,"$5,859 ","$4,620/mo",$802/mo,$437/mo,$0/mo
"Residence 1 Plan, Mosaic","$593,000 ",3 bds,4 ba,"1,617 sqft","$592,995 ",Single Family,2019,,,2 spaces,,,"$2,758 ",,,,
"Venice Plan, Sterling at West Hills","$1,050,990 ",5 bds,5 ba,"3,986 sqft","$1,031,000 ",Single Family,2019,,,3 spaces,,,"$4,927 ",,,,
"359 S Mansfield Ave, Los Angeles, CA 90036","$3,349,000 ",5 bds,4 ba,"3,115 sqft",,Single Family,1924,Forced air,Central,2 spaces,"6,751 sqft",Great solar potentialSun Numberâ„¢:Â 85.79,"$15,700 ","$12,379/mo","$2,149/mo","$1,172/mo",$0/mo
"4490 Lincoln Ave # 1, Eagle Rock, CA 90041","$829,000 ",3 bds,4 ba,"1,811 sqft","$830,510 ",Single Family,2019,Forced air,Central,2 spaces,"1,572 sqft",,"$4,072 ","$3,034/mo",$532/mo,$290/mo,$216/mo
"4490 Lincoln Ave # 2, Los Angeles, CA 90041","$785,000 ",2 bds,4 ba,"1,546 sqft","$789,786 ",Single Family,2019,Forced air,Central,2 spaces,"1,049 sqft",,"$3,867 ","$2,873/mo",$504/mo,$275/mo,$216/mo
"4552 Stansbury Ave, Sherman Oaks, CA 91423","$1,325,000 ",5 bds,3 ba,"3,027 sqft","$1,290,810 ",Single Family,1945,Forced air,Central,1 space,"5,758 sqft",Great solar potentialSun Numberâ„¢:Â 93.78,"$6,212 ","$4,898/mo",$850/mo,$464/mo,$0/mo
"Residence 2 Plan, The Collection at Playa Vista","$2,968,000 ",4 bds,5 ba,"3,627 sqft","$2,823,372 ",Single Family,2019,,,2 spaces,,,"$14,249 ",,,,
"1191 N Bundy Dr, Los Angeles, CA 90049","$4,489,000 ",5 bds,8 ba,"5,978 sqft","$4,380,010 ",Single Family,2007,Forced air,Central,5 spaces,"9,766 sqft",Great solar potentialSun Numberâ„¢:Â 85.83,"$21,044 ","$16,593/mo","$2,880/mo","$1,571/mo",$0/mo
"10730 Ayres Ave, Los Angeles, CA 90064","$1,699,000 ",4 bds,3 ba,"1,749 sqft","$1,725,000 ",Single Family,1944,Forced air,Central,4 spaces,"6,159 sqft",Limited solar potentialSun Numberâ„¢:Â 47.19,"$7,965 ","$6,280/mo","$1,090/mo",$595/mo,$0/mo
"2704 S Denison Ave, San Pedro, CA 90731","$475,000 ",1 bd,1 ba,704 sqft,"$475,991 ",Single Family,1949,Wall,None,1 space,"2,996 sqft",Great solar potentialSun Numberâ„¢:Â 85.37,"$2,229 ","$1,758/mo",$305/mo,$166/mo,$0/mo
"4834 Adele Ct, Woodland Hills, CA 91364","$2,099,000 ",5 bds,4 ba,"3,214 sqft","$2,067,299 ",Single Family,1965,Other,Central,1 space,0.4 acres,Great solar potentialSun Numberâ„¢:Â 80.47,"$9,840 ","$7,759/mo","$1,347/mo",$735/mo,$0/mo
"18444 Lemarsh St UNIT 40, Los Angeles, CA 91325","$499,500 ",2 bds,3 ba,"1,518 sqft","$499,601 ",Townhouse,1982,Forced air,Central,2 spaces,4.2 acres,Great solar potentialSun Numberâ„¢:Â 81.91,"$2,834 ","$1,849/mo",$321/mo,$175/mo,$490/mo
"6757 Milner Rd, Los Angeles, CA 90068","$990,000 ",2 bds,1 ba,"1,520 sqft","$1,052,050 ",Single Family,1923,Forced air,Central,Attached Garage,"3,197 sqft",Good solar potentialSun Numberâ„¢:Â 68.16,"$4,641 ","$3,659/mo",$635/mo,$347/mo,$0/mo
"23919 Hartland St, West Hills, CA 91307","$699,000 ",3 bds,2 ba,"1,570 sqft","$699,002 ",Single Family,1960,Forced air,Central,6 spaces,"7,514 sqft",Great solar potentialSun Numberâ„¢:Â 78.31,"$3,251 ","$2,558/mo",$449/mo,$245/mo,$0/mo
"4315 4th Ave, Los Angeles, CA 90008","$939,000 ",3 bds,3 ba,"1,314 sqft","$947,618 ",Single Family,1927,Forced air,Central,1 space,"4,443 sqft",Great solar potentialSun Numberâ„¢:Â 79.91,"$4,402 ","$3,471/mo",$603/mo,$329/mo,$0/mo
"130 Wavecrest Ave, Venice, CA 90291","$1,645,000 ",1 bd,1 ba,848 sqft,"$1,645,002 ",Single Family,1939,Wall,None,1 space,"2,252 sqft",Great solar potentialSun Numberâ„¢:Â 77.21,"$7,712 ","$6,080/mo","$1,056/mo",$576/mo,$0/mo
"RESIDENCE 1781 Plan, 22 @ Portside","$659,990 ",3 bds,3 ba,"1,781 sqft","$654,463 ",Single Family,2019,,,2 spaces,,,"$3,070 ",,,,
"22141 Ballinger St, Chatsworth, CA 91311","$690,000 ",4 bds,2 ba,"1,848 sqft","$690,006 ",Single Family,1974,Forced air,Central,,"7,502 sqft",Great solar potentialSun Numberâ„¢:Â 85.36,"$3,209 ","$2,525/mo",$443/mo,$242/mo,$0/mo
"(undisclosed Address), North Hollywood, CA 91606","$799,000 ",3 bds,4 ba,"2,057 sqft","$802,196 ",Single Family,1947,,,,,,"$3,716 ","$2,924/mo",$513/mo,$280/mo,$0/mo
"10358 La Tuna Canyon Rd, Sun Valley, CA 91352","$929,000 ",3 bds,3 ba,"2,210 sqft","$946,811 ",Single Family,1932,Forced air,Central,2 spaces,0.39 acres,Candidate for a community solar programSun Numberâ„¢:Â 23.36,"$4,355 ","$3,434/mo",$596/mo,$325/mo,$0/mo
"355 N Mansfield Ave, Los Angeles, CA 90036","$2,698,000 ",6 bds,#NAME?,"5,582 sqft","$2,642,376 ",Single Family,1930,Forced air,Central,"Attached Garage, Detached Garage","6,969 sqft",Great solar potentialSun Numberâ„¢:Â 91.39,"$12,648 ","$9,973/mo","$1,731/mo",$944/mo,$0/mo
"12955 Strathern St, North Hollywood, CA 91605","$599,950 ",3 bds,2 ba,"1,702 sqft","$601,918 ",Single Family,1965,Forced air,None,1 space,"7,496 sqft",Great solar potentialSun Numberâ„¢:Â 94.96,"$2,791 ","$2,196/mo",$385/mo,$210/mo,$0/mo
"5552 Biloxi Ave, North Hollywood, CA 91601","$895,000 ",2 bds,2 ba,"1,202 sqft","$922,772 ",Single Family,1950,Forced air,Central,1 space,"8,354 sqft",Good solar potentialSun Numberâ„¢:Â 62.22,"$4,163 ","$3,275/mo",$574/mo,$313/mo,$0/mo
"12928 Bloomfield St, Studio City, CA","$3,249,000 ",5 bds,6 ba,"4,050 sqft","$3,205,935 ",Single Family,2019,Forced air,Central,1 space,"8,494 sqft",Great solar potentialSun Numberâ„¢:Â 95.65,"$15,231 ","$12,009/mo","$2,085/mo","$1,137/mo",$0/mo
"14530 Wolfskill St, Mission Hills, CA 91345","$627,900 ",4 bds,2 ba,"1,196 sqft","$639,430 ",Single Family,1955,Forced air,Central,8 spaces,"9,757 sqft",Great solar potentialSun Numberâ„¢:Â 89.97,"$2,921 ","$2,298/mo",$403/mo,$220/mo,$0/mo
"11455 Tampa Ave UNIT 168, Los Angeles, CA 91326","$489,000 ",3 bds,2 ba,"1,430 sqft","$489,119 ",Townhouse,1975,Forced air,Central,Attached Garage,12.47 acres,Great solar potentialSun Numberâ„¢:Â 72.62,"$2,760 ","$1,810/mo",$314/mo,$171/mo,$465/mo
"12661 Bluff Creek Dr, Playa Vista, CA 90094","$2,528,000 ",4 bds,4 ba,"2,688 sqft","$2,446,628 ",Single Family,2019,Forced air,Central,3 spaces,"1,974 sqft",,"$12,111 ","$9,344/mo","$1,622/mo",$885/mo,$260/mo
"10410 Mcvine Ave, Sunland, CA 91040","$649,888 ",3 bds,2 ba,"1,181 sqft","$662,571 ",Single Family,1953,Wall,None,4 spaces,"6,534 sqft",Great solar potentialSun Numberâ„¢:Â 91.84,"$3,023 ","$2,378/mo",$417/mo,$227/mo,$0/mo
"3253 Dos Palos Dr, Los Angeles, CA 90068","$1,749,000 ",4 bds,3 ba,"3,084 sqft","$1,749,006 ",Single Family,1951,Forced air,Central,2 spaces,0.29 acres,Limited solar potentialSun Numberâ„¢:Â 57.76,"$8,199 ","$6,465/mo","$1,122/mo",$612/mo,$0/mo
"15464 Duomo Via St, Los Angeles, CA 90077","$3,999,000 ",5 bds,5 ba,"4,837 sqft","$3,870,903 ",Single Family,1977,Forced air,Central,6 spaces,1.32 acres,Great solar potentialSun Numberâ„¢:Â 92.53,"$18,747 ","$14,782/mo","$2,566/mo","$1,400/mo",$0/mo
"5234 Lennox Ave, Sherman Oaks, CA 91401","$1,298,000 ",3 bds,2 ba,"1,942 sqft","$1,298,003 ",Single Family,1948,Forced air,Central,3 spaces,"5,397 sqft",Great solar potentialSun Numberâ„¢:Â 84.14,"$6,085 ","$4,798/mo",$833/mo,$454/mo,$0/mo
"2527 Roscomare Rd, Los Angeles, CA 90077","$3,300,000 ",6 bds,7 ba,"7,000 sqft",,Single Family,2018,Forced air,Central,1 space,0.6 acres,Great solar potentialSun Numberâ„¢:Â 92.53,"$15,470 ","$12,198/mo","$2,118/mo","$1,155/mo",$0/mo
"6716 Colgate Ave, Los Angeles, CA 90048","$1,649,000 ",3 bds,2 ba,"1,575 sqft","$1,656,825 ",Single Family,1948,Forced air,Central,2 spaces,"6,046 sqft",Great solar potentialSun Numberâ„¢:Â 95.39,"$7,730 ","$6,095/mo","$1,058/mo",$577/mo,$0/mo
"12039 Culver Dr, Los Angeles, CA 90230","$897,000 ",1 bd,1 ba,595 sqft,"$901,008 ",Single Family,1953,Wall,,1 space,"2,500 sqft",Great solar potentialSun Numberâ„¢:Â 73.21,"$4,172 ","$3,283/mo",$576/mo,$314/mo,$0/mo
"9314 Tampa Ave, Northridge, CA 91324","$775,000 ",6 bds,6 ba,"2,353 sqft","$775,001 ",Single Family,1978,Forced air,Central,1 space,"7,731 sqft",Great solar potentialSun Numberâ„¢:Â 76.31,"$3,605 ","$2,836/mo",$497/mo,$271/mo,$0/mo
"Plan 1 Plan, New Heights","$661,900 ",4 bds,4 ba,"2,069 sqft","$650,651 ",Single Family,2019,Forced air,Solar,2 spaces,,,"$3,158 ",,,,
"4606 San Feliciano Dr, Woodland Hills, CA 91364","$1,299,000 ",4 bds,4 ba,"2,830 sqft","$1,292,083 ",Single Family,1962,Forced air,Central,6 spaces,0.39 acres,Great solar potentialSun Numberâ„¢:Â 76.51,"$6,090 ","$4,802/mo",$834/mo,$455/mo,$0/mo
"10410 Zelzah Ave UNIT C, Los Angeles, CA 91326","$480,000 ",2 bds,3 ba,"1,358 sqft","$480,081 ",Townhouse,1979,Forced air,Central,Attached Garage,1.97 acres,Great solar potentialSun Numberâ„¢:Â 87.78,"$2,747 ","$1,776/mo",$308/mo,$168/mo,$495/mo
"18408 Hatteras St UNIT 16, Los Angeles, CA 91356","$429,000 ",3 bds,3 ba,"1,234 sqft","$429,090 ",Townhouse,1979,Forced air,Central,4 spaces,1.95 acres,Great solar potentialSun Numberâ„¢:Â 95.39,"$2,464 ","$1,588/mo",$275/mo,$150/mo,$451/mo
"8060 Clinton St, Los Angeles, CA 90048","$1,995,000 ",3 bds,4 ba,"1,816 sqft","$1,995,005 ",Single Family,1925,Forced air,Central,1 space,"4,107 sqft",Great solar potentialSun Numberâ„¢:Â 72.99,"$9,353 ","$7,374/mo","$1,280/mo",$698/mo,$0/mo
"6226 Oakdale Ave, Woodland Hills, CA 91367","$639,500 ",4 bds,2 ba,"1,488 sqft","$643,806 ",Single Family,1955,Forced air,Central,1 space,"8,759 sqft",Great solar potentialSun Numberâ„¢:Â 74.95,"$2,975 ","$2,340/mo",$410/mo,$224/mo,$0/mo
"706 Marr St, Venice, CA 90291","$1,194,000 ",1 bd,1 ba,499 sqft,"$1,194,001 ",Single Family,1917,,None,1 space,"3,001 sqft",Great solar potentialSun Numberâ„¢:Â 92.41,"$5,597 ","$4,413/mo",$766/mo,$418/mo,$0/mo
"2501 Astral Dr, Los Angeles, CA 90046","$5,495,000 ",5 bds,6 ba,"5,500 sqft","$5,351,959 ",Single Family,2007,Forced air,Central,4 spaces,0.52 acres,Great solar potentialSun Numberâ„¢:Â 94.68,"$25,760 ","$20,311/mo","$3,526/mo","$1,923/mo",$0/mo
