Address,Sold date,Sold price,Bedrooms,Bathrooms,Area,Type,Year built,Last remodel year,Heating,Cooling,Parking,HOA / Lot,Sunscore,Zestimate,Zestimate range,Last 30 day change
"1994 Akron Dr SE, Atlanta, GA 30315",Sold 08/08/2019,"$165,000 ",3 bds,2 ba,"1,400 sqft",Single Family,2005,2005,Forced air,Central,,0.32 acres,Candidate for a community solar programSun Number™: 20.22,"$139,160 ","$120,000 - $163,000","-$14,802 (-9.6 %)"
"1854 Brandywine St SW, Atlanta, GA 30310",Sold 08/07/2019,"$265,000 ",3 bds,2 ba,"1,376 sqft",Single Family,1950,1950,"Forced air, Heat pump",Central,5 spaces,"8,999 sqft",,"$265,552 ","$244,000 - $289,000",-$134 (-0.1 %)
"223 Polar Rock Rd SW, Atlanta, GA 30315",Sold 08/06/2019,"$50,000 ",3 bds,1 ba,"1,395 sqft",Single Family,1940,1940,Other,Other,,1 acre,Candidate for a community solar programSun Number™: 20.22,,,
"230 Hilltop Dr SW, Atlanta, GA 30315",Sold 08/06/2019,"$116,000 ",3 bds,2 ba,"1,215 sqft",Single Family,1964,1964,Forced air,Central,1 space,0.37 acres,Great solar potentialSun Number™: 78.62,"$149,778 ","$115,000 - $177,000","+$10,326 (+7.4 %)"
"2796 Waters Rd SW, Atlanta, GA 30354",Sold 08/01/2019,"$65,000 ",3 bds,2 ba,"1,183 sqft",Single Family,2005,2005,Forced air,,,"9,104 sqft",,"$151,439 ","$117,000 - $185,000","+$3,812 (+2.6 %)"
"1866 Broadwell St SW, Atlanta, GA 30310",Sold 07/31/2019,"$146,000 ",3 bds,2 ba,"1,635 sqft",Single Family,1950,1950,Forced air,Central,1 space,"9,273 sqft",,"$197,893 ","$188,000 - $208,000",+$686 (+0.3 %)
"729 Gainer Rd SW, Atlanta, GA 30315",Sold 07/31/2019,"$145,000 ",3 bds,2 ba,"1,027 sqft",Single Family,1952,1952,Other,Central,Detached Garage,0.27 acres,,"$145,327 ","$134,000 - $158,000",-$79 (-0.1 %)
"2123 Rachael St SE, Atlanta, GA 30315",Sold 07/30/2019,"$72,500 ",3 bds,2 ba,"1,312 sqft",Single Family,1954,1954,Other,Central,,"9,901 sqft",,"$122,222 ","$92,000 - $165,000","-$1,052 (-0.9 %)"
"9 Gould St SE, Atlanta, GA 30315",Sold 07/29/2019,"$155,000 ",3 bds,1 ba,"1,800 sqft",Single Family,1920,1920,Forced air,Central,Off street,0.25 acres,"Sewer:,Sewer Connected,WaterSource:,Public Water,Candidate for a community solar programSun Number™: 36.23","$155,383 ","$143,000 - $169,000",-$73 (-0.0 %)
"2218 Nelms Dr SW, Atlanta, GA 30315",Sold 07/24/2019,"$92,500 ",3 bds,1 ba,"1,089 sqft",Single Family,1950,1950,Forced air,Central,2 spaces,0.3 acres,,"$142,888 ","$101,000 - $176,000","+$27,722 (+24.1 %)"
"2840 Waters Rd SW, Atlanta, GA 30354",Sold 07/24/2019,"$180,000 ",3 bds,2 ba,"1,060 sqft",Single Family,1941,1941,Forced air,Central,,"8,668 sqft","WaterSource:,Public Water,GreenEnergyEfficient:,Programmable Thermostat, Insulation-ceiling, Insulation-floor,Candidate for a community solar programSun Number™: 20.22","$180,459 ","$166,000 - $197,000",-$81 (-0.0 %)
"1306 Redford Dr SE, Atlanta, GA 30315",Sold 07/22/2019,"$170,000 ",3 bds,2 ba,"1,000 sqft",Single Family,1985,1985,Forced air,Central,2 spaces,"9,151 sqft",,"$170,448 ","$157,000 - $186,000",-$71 (-0.0 %)
"592 Jefferson Chase St SE, Atlanta, GA 30354",Sold 07/22/2019,"$223,000 ",3 bds,2.5 ba,"1,947 sqft",Single Family,2007,2007,Forced air,Central,Attached Garage,"5,227 sqft","Sewer:,Sewer Connected,WaterSource:,Public Water,Great solar potentialSun Number™: 92.22","$223,588 ","$206,000 - $244,000",-$94 (-0.0 %)
"122 Adair Ave SE, Atlanta, GA 30315",Sold 07/19/2019,"$249,000 ",3 bds,2 ba,"1,290 sqft",Single Family,1945,1945,Forced air,Central,,"8,951 sqft",Good solar potentialSun Number™: 61.03,"$249,688 ","$230,000 - $272,000",-$94 (-0.0 %)
"356 Triumph Cir SE, Atlanta, GA 30354",Sold 07/19/2019,"$58,000 ",3 bds,1 ba,"1,000 sqft",Single Family,1961,1961,Forced air,Other,,0.27 acres,,,,
"2159 Blayton Ln SE, Atlanta, GA 30315",Sold 07/18/2019,"$114,000 ",3 bds,1 ba,897 sqft,Single Family,1954,1954,Forced air,Central,,"10,497 sqft",Good solar potentialSun Number™: 68.22,"$114,319 ","$105,000 - $125,000",-$42 (-0.0 %)
"423 Mulberry Row SE, Atlanta, GA 30354",Sold 07/17/2019,"$234,790 ",3 bds,2.5 ba,"1,891 sqft",Townhouse,2019,2019,Forced air,Central,4 spaces,,,"$235,458 ","$217,000 - $257,000",-$83 (-0.0 %)
"2500 Swallow Cir SE, Atlanta, GA 30315",Sold 07/17/2019,"$130,000 ",3 bds,2 ba,"1,025 sqft",Single Family,1960,1960,Forced air,Central,2 spaces,"10,031 sqft",,"$154,208 ","$125,000 - $174,000","+$12,694 (+9.0 %)"
"2975 Level Ridge Rd SE, Atlanta, GA 30354",Sold 07/16/2019,"$119,380 ",3 bds,1.5 ba,"1,707 sqft",Single Family,1955,1955,Forced air,Central,Carport,0.27 acres,"WaterSource:,Public Water,GreenEnergyEfficient:,Water Heater-gas,Great solar potentialSun Number™: 92.22","$119,725 ","$110,000 - $131,000",-$40 (-0.0 %)
"2497 Lakewood Ave SW, Atlanta, GA 30315",Sold 07/12/2019,"$87,500 ",3 bds,1 ba,912 sqft,Single Family,1920,1920,Forced air,Central,Detached Garage,"8,951 sqft",,"$88,068 ","$81,000 - $96,000",-$25 (-0.0 %)
"886 Forrest Cir SE, Atlanta, GA 30354",Sold 07/12/2019,"$99,900 ",3 bds,2 ba,"1,300 sqft",Single Family,1962,1962,Forced air,Central,,,,"$125,223 ","$93,000 - $147,000","+$18,360 (+17.2 %)"
"3069 King Smith Rd SE, Atlanta, GA 30354",Sold 07/12/2019,"$110,000 ",3 bds,2.5 ba,"1,440 sqft",Single Family,1990,1990,Forced air,Central,Attached Garage,"8,206 sqft",,"$110,336 ","$102,000 - $120,000",-$31 (-0.0 %)
"2884 1st Ave SW, Atlanta, GA 30315",Sold 07/12/2019,"$63,500 ",3 bds,2 ba,#NAME?,Single Family,1981,1981,,,,0.39 acres,Candidate for a community solar programSun Number™: 20.22,,,
"2809 7th St SW, Atlanta, GA 30315",Sold 07/12/2019,"$91,500 ",3 bds,3 ba,"1,088 sqft",Single Family,1965,1965,Forced air,Central,,"9,348 sqft","Sewer:,Sewer In Street,Candidate for a community solar programSun Number™: 20.21","$157,243 ","$112,000 - $197,000","+$18,112 (+13.0 %)"
"2289 Swallow Cir SE, Atlanta, GA 30315",Sold 07/10/2019,"$165,000 ",3 bds,1 ba,"1,025 sqft",Single Family,1960,1960,Other,Central,,"7,840 sqft",,"$165,518 ","$152,000 - $180,000",-$42 (-0.0 %)
"2275 Rhinehill Rd SE, Atlanta, GA 30315",Sold 07/10/2019,"$140,000 ",3 bds,2 ba,"1,842 sqft",Single Family,1920,1920,Other,Central,,2.8 acres,Limited solar potentialSun Number™: 41.82,"$140,439 ","$129,000 - $153,000",-$36 (-0.0 %)
"417 Mulberry Row SE UNIT 2803, Atlanta, GA 30354",Sold 07/10/2019,"$213,755 ",3 bds,2.5 ba,"1,891 sqft",Townhouse,2019,2019,Forced air,Central,,,,"$214,426 ","$197,000 - $234,000",-$55 (-0.0 %)
"768 Vinson Pl SW, Atlanta, GA 30315",Sold 07/09/2019,"$177,000 ",3 bds,1 ba,"1,132 sqft",Single Family,1953,1953,Forced air,Central,1 space,"8,999 sqft",,"$177,563 ","$163,000 - $194,000",-$44 (-0.0 %)
"947 Moreland Dr SE, Atlanta, GA 30315",,"$199,888 ",3 bds,2 ba,"1,453 sqft",Single Family,1950,1950,"Forced air, Heat pump",Central,6 spaces,"9,757 sqft",,"$200,532 ","$184,000 - $219,000",-$47 (-0.0 %)
"2253 Polar Rock Ave SW, Atlanta, GA 30315",Sold 07/08/2019,"$190,000 ",3 bds,2 ba,"1,131 sqft",Single Family,1950,1950,Forced air,Central,3 spaces,"10,380 sqft",,"$190,612 ","$175,000 - $208,000",-$44 (-0.0 %)
"650 Gayles Ct SE, Atlanta, GA 30354",Sold 07/08/2019,"$129,500 ",3 bds,2 ba,"1,415 sqft",Single Family,1992,1992,Forced air,Central,,"8,712 sqft",Great solar potentialSun Number™: 92.22,"$129,917 ","$120,000 - $142,000",-$30 (-0.0 %)
"2117 Blayton Ln SE, Atlanta, GA 30315",Sold 07/05/2019,"$51,000 ",3 bds,1 ba,"1,254 sqft",Single Family,1954,1954,Other,Central,,0.26 acres,,"$152,246 ","$120,000 - $181,000","+$8,069 (+5.6 %)"
"947 Moreland Dr SW, Atlanta, GA 30315",Sold 07/03/2019,"$199,888 ",3 bds,2 ba,"1,453 sqft",Single Family,1950,1950,"Forced air, Heat pump",,,"9,757 sqft",,"$200,574 ","$185,000 - $219,000",-$33 (-0.0 %)
"2111 Blayton Ln SE, Atlanta, GA 30315",Sold 07/03/2019,"$65,000 ",3 bds,1 ba,860 sqft,Single Family,1954,1954,Other,Central,Off street,0.25 acres,,"$105,307 ","$77,000 - $140,000","+$20,004 (+23.5 %)"
"1828 Lakewood Ave SE, Atlanta, GA 30315",Sold 07/03/2019,"$81,000 ",3 bds,2 ba,"1,614 sqft",Single Family,1910,1910,Other,Other,,"7,405 sqft",,"$57,981 ","$53,000 - $64,000",+$317 (+0.5 %)
"413 Mulberry Row SE # 2801, Atlanta, GA 30354",Sold 07/02/2019,"$216,175 ",3 bds,2.5 ba,"1,891 sqft",Townhouse,2019,2019,Forced air,Central,2 spaces,,,"$216,926 ","$200,000 - $236,000",-$33 (-0.0 %)
"2780 Dearwood Dr SW, Atlanta, GA 30315",Sold 07/01/2019,"$190,000 ",3 bds,2 ba,"1,089 sqft",Single Family,1957,1957,Forced air,Central,,0.26 acres,,"$190,726 ","$175,000 - $208,000",+$6 (+0.0 %)
"2217 Browns Mill Rd SE, Atlanta, GA 30315",Sold 06/28/2019,"$94,000 ",3 bds,1 ba,"2,218 sqft",Single Family,1950,1950,Forced air,Central,,3.8 acres,,,,
"667 Steve Dr SW, Atlanta, GA 30315",Sold 06/28/2019,"$62,000 ",3 bds,1 ba,975 sqft,Single Family,1953,1953,Forced air,Central,4 spaces,0.48 acres,,,,
"406 E Rhinehill Rd SE, Atlanta, GA 30315",Sold 06/28/2019,"$94,000 ",3 bds,1 ba,"1,700 sqft",Single Family,1910,1910,Other,Central,,3.3 acres,,,,
"2930 River Ridge Dr SW, Atlanta, GA 30354",Sold 06/28/2019,"$112,500 ",3 bds,2 ba,"1,232 sqft",Single Family,1965,1965,Forced air,Central,,0.36 acres,,"$64,279 ","$58,000 - $71,000",+$802 (+1.3 %)
"1883 Bonniview St SW, Atlanta, GA 30310",Sold 06/28/2019,"$199,900 ",3 bds,2 ba,"1,136 sqft",Single Family,1950,1950,Other,Central,2 spaces,"8,999 sqft",,"$200,648 ","$185,000 - $219,000",-$3 (-0.0 %)
"403 Mount Zion Rd SW, Atlanta, GA 30354",Sold 06/28/2019,"$150,000 ",3 bds,2 ba,"1,081 sqft",Single Family,1950,1950,Forced air,Central,4 spaces,"7,148 sqft",,"$150,561 ","$139,000 - $164,000",-$3 (-0.0 %)
"1759 Buckeye St SW, Atlanta, GA 30310",Sold 06/28/2019,"$85,100 ",3 bds,1 ba,"1,856 sqft",Single Family,1935,1935,Forced air,Central,,0.26 acres,"Sewer:,Sewer Connected,WaterSource:,Public Water,Candidate for a community solar programSun Number™: 20.22","$81,805 ","$75,000 - $89,000",-$1 (-0.0 %)
"1064 Astor Ave SW, Atlanta, GA 30310",Sold 06/28/2019,"$414,600 ",3 bds,2.5 ba,"1,200 sqft",Single Family,1950,1950,Heat pump,Central,"Carport, Off street, On street, Detached Garage","7,501 sqft","Cable Ready,Sewer:,Sewer Connected,WaterSource:,Public Water,GreenEnergyEfficient:,Programmable Thermostat, Insulation-ceiling, Insulation-floor, Water Heater-electric,Limited solar potentialSun Number™: 56.22","$416,152 ","$383,000 - $454,000",-$6 (-0.0 %)
"2933 5th St SW, Atlanta, GA 30315",Sold 06/28/2019,"$85,000 ",3 bds,1 ba,"1,494 sqft",Single Family,1945,1945,Forced air,None,Detached Garage,0.49 acres,,,,
"2627 Browns Mill Rd SE, Atlanta, GA 30354",Sold 06/27/2019,"$57,000 ",3 bds,1 ba,"1,152 sqft",Single Family,1940,1940,Other,Central,,0.86 acres,,"$137,200 ","$96,000 - $181,000","+$11,222 (+8.9 %)"
"1974 Browns Mill Rd SE, Atlanta, GA 30315",Sold 06/27/2019,"$102,000 ",3 bds,2 ba,"2,493 sqft",Single Family,1940,1940,Forced air,Central,,"1,311 sqft",,"$190,552 ","$137,000 - $242,000","+$27,149 (+16.6 %)"
"640 Hutchens Rd SE, Atlanta, GA 30354",Sold 06/26/2019,"$72,767 ",3 bds,1 ba,945 sqft,Single Family,1962,1962,Other,Central,1 space,1.5 acres,,"$114,376 ","$109,000 - $120,000","-$2,349 (-2.0 %)"
"1045 Astor Ave SW, Atlanta, GA 30310",Sold 06/24/2019,"$135,000 ",3 bds,2 ba,"1,008 sqft",Single Family,1930,1930,Other,Central,,"7,492 sqft",,"$168,049 ","$128,000 - $224,000","-$27,701 (-14.2 %)"
"3570 Forrest Park Rd SE, Atlanta, GA 30354",Sold 06/21/2019,"$73,500 ",3 bds,2 ba,"2,024 sqft",Single Family,1961,1961,Other,None,1 space,0.38 acres,,"$146,563 ","$114,000 - $179,000",-$404 (-0.3 %)
"954 Sylvan Pl SW, Atlanta, GA 30310",Sold 06/21/2019,"$260,000 ",3 bds,2 ba,"1,553 sqft",Single Family,1950,1950,Forced air,Central,Attached Garage,"9,539 sqft",,"$261,111 ","$240,000 - $285,000",+$71 (+0.0 %)
"357 Mount Zion Rd SW, Atlanta, GA 30354",Sold 06/19/2019,"$160,000 ",3 bds,2 ba,"1,450 sqft",Single Family,1985,1985,Forced air,Central,Detached Garage,0.43 acres,,"$158,593 ","$132,000 - $192,000","+$6,551 (+4.3 %)"
"1257 Redford Dr SE, Atlanta, GA 30315",Sold 06/18/2019,"$153,000 ",3 bds,2 ba,"1,066 sqft",Single Family,1960,1960,Other,Central,,"9,099 sqft",Great solar potentialSun Number™: 88.22,"$153,688 ","$141,000 - $168,000",+$61 (+0.0 %)
"195 Polar Rock Rd SW, Atlanta, GA 30315",Sold 06/17/2019,"$91,000 ",3 bds,2 ba,"1,179 sqft",Single Family,1957,1957,Other,Central,,0.37 acres,,"$150,122 ","$108,000 - $182,000","+$19,844 (+15.2 %)"
"1807 Charleston Ave SE, Atlanta, GA 30315",Sold 06/17/2019,"$100,000 ",3 bds,3 ba,"1,404 sqft",Single Family,2006,2006,Forced air,Central,1 space,1 acre,,"$198,150 ","$164,000 - $230,000","+$35,144 (+21.6 %)"
"95 Adair Ave SE, Atlanta, GA 30315",3D Homes Icon3D Home,"$239,750 ",3 bds,2 ba,"1,330 sqft",Single Family,1930,1930,Forced air,Central,1 space,"8,712 sqft","Sewer:,Sewer Connected,WaterSource:,Public Water,Candidate for a community solar programSun Number™: 20.23","$240,902 ","$222,000 - $263,000",+$136 (+0.1 %)
"884 Grange Ct SE, Atlanta, GA 30315",Sold 06/14/2019,"$72,000 ",3 bds,1 ba,900 sqft,Single Family,1968,1968,Other,Central,Off street,0.38 acres,,"$72,346 ","$67,000 - $79,000",+$41 (+0.1 %)
"2996 Jonesboro Rd SE APT F, Atlanta, GA 30354",Sold 06/14/2019,"$139,900 ",3 bds,2.5 ba,"1,744 sqft",Townhouse,2010,2010,,,,971 sqft,,"$140,572 ","$129,000 - $153,000",+$80 (+0.1 %)
"2996 Jonesboro Rd SE, Atlanta, GA 30354",Sold 06/14/2019,"$139,900 ",3 bds,2.5 ba,"1,744 sqft",Townhouse,2010,2010,Forced air,Central,,"1,019 sqft",,"$140,572 ","$129,000 - $153,000",+$80 (+0.1 %)
"860 Midway St SE, Atlanta, GA 30315",Sold 06/13/2019,"$148,000 ",3 bds,1 ba,"1,014 sqft",Single Family,1945,1945,Forced air,Central,,0.32 acres,Great solar potentialSun Number™: 88.22,"$148,722 ","$137,000 - $162,000",+$90 (+0.1 %)
"2931 Diana Dr SW, Atlanta, GA 30315",Sold 06/12/2019,"$155,000 ",3 bds,2 ba,"1,000 sqft",Single Family,1954,1954,Forced air,Central,Off street,0.33 acres,,"$155,768 ","$143,000 - $170,000",+$101 (+0.1 %)
"428 Mulberry Row SE UNIT 3402, Atlanta, GA 30354",Sold 06/10/2019,"$206,405 ",3 bds,3 ba,"1,891 sqft",Townhouse,2019,2019,,,,,,"$207,459 ","$191,000 - $226,000",+$151 (+0.1 %)
"858 Mcdonough Blvd SE, Atlanta, GA 30315",Sold 06/07/2019,"$65,000 ",3 bds,1 ba,952 sqft,Single Family,1930,1930,Other,Other,1 space,0.28 acres,,"$113,148 ","$78,000 - $149,000","-$6,490 (-5.4 %)"
"3210 Donnebrook Ln SE, Atlanta, GA 30354",Sold 06/07/2019,"$64,000 ",3 bds,2 ba,"1,300 sqft",Single Family,1970,1970,Forced air,None,,0.58 acres,Great solar potentialSun Number™: 87.42,"$64,341 ","$59,000 - $70,000",+$55 (+0.1 %)
"3851 Bonnie Ln SE, Atlanta, GA 30354",Sold 06/07/2019,"$79,500 ",3 bds,1 ba,"1,075 sqft",Single Family,1961,1961,Forced air,Central,,0.3 acres,,"$115,312 ","$81,000 - $151,000","+$8,784 (+8.2 %)"
"1853 Brandywine St SW, Atlanta, GA 30310",Sold 06/07/2019,"$225,000 ",3 bds,2 ba,"1,678 sqft",Single Family,1950,1950,Forced air,Central,Detached Garage,"8,999 sqft",,"$226,200 ","$208,000 - $247,000",+$193 (+0.1 %)
"2325 Swallow Cir SE, Atlanta, GA 30315",Sold 06/07/2019,"$103,000 ",3 bds,2 ba,"1,025 sqft",Single Family,1960,1960,Forced air,"Central, Other",1 space,"7,980 sqft","Water/Sewer:,Public Water, Sewer Connected,Energy Related:,Programmable Thermostat,Limited solar potentialSun Number™: 53.82","$103,549 ","$95,000 - $113,000",+$88 (+0.1 %)
"2005 Bader Ave SW, Atlanta, GA 30310",Sold 06/07/2019,"$220,000 ",3 bds,2.5 ba,"1,497 sqft",Single Family,1951,1951,Forced air,Central,4 spaces,"10,018 sqft",,"$221,174 ","$203,000 - $241,000",+$189 (+0.1 %)
"1912 Brewer Blvd SW, Atlanta, GA 30310",Sold 06/07/2019,"$180,000 ",3 bds,2 ba,"1,483 sqft",Single Family,1960,1960,Forced air,Central,6 spaces,0.26 acres,,"$180,960 ","$166,000 - $197,000",+$154 (+0.1 %)
"3150 Glenrose Ct SW, Atlanta, GA 30354",Sold 06/07/2019,"$99,500 ",3 bds,2 ba,"1,404 sqft",Single Family,1963,1963,Forced air,Central,8 spaces,"9,701 sqft",,"$149,068 ","$104,000 - $182,000","-$8,734 (-5.5 %)"
"432 Belgarde Pl SE, Atlanta, GA 30354",Sold 06/06/2019,"$152,500 ",3 bds,2 ba,"1,000 sqft",Single Family,1960,1960,Forced air,Central,Off street,0.25 acres,,"$153,325 ","$141,000 - $167,000",+$137 (+0.1 %)
"864 Melrose Dr SW, Atlanta, GA 30310",Sold 06/06/2019,"$118,500 ",3 bds,1 ba,"1,012 sqft",Single Family,1950,1950,Other,Other,Off street,"9,016 sqft",,"$190,054 ","$146,000 - $239,000","+$12,147 (+6.8 %)"
"609 Rays Ln SE, Atlanta, GA 30354",Sold 06/06/2019,"$100,000 ",3 bds,2 ba,"1,243 sqft",Single Family,1992,1992,Other,Central,,"9,792 sqft",,"$126,847 ","$104,000 - $147,000","+$6,575 (+5.5 %)"
"1979 Grange Dr SE, Atlanta, GA 30315",Sold 06/05/2019,"$52,000 ",3 bds,1 ba,977 sqft,Single Family,1968,1968,Other,Central,,0.35 acres,Limited solar potentialSun Number™: 57.83,"$139,969 ","$111,000 - $172,000","+$13,049 (+10.3 %)"
"1738 Cahoon St SW, Atlanta, GA 30310",Sold 06/04/2019,"$13,000 ",3 bds,1 ba,962 sqft,Single Family,1950,1950,Forced air,Central,,"7,880 sqft",,,,
"1926 Lakewood Ter SE, Atlanta, GA 30315",Sold 06/04/2019,"$91,000 ",3 bds,1 ba,"1,200 sqft",Single Family,1950,1950,Forced air,Central,,0.32 acres,,"$133,463 ","$96,000 - $164,000","+$9,053 (+7.3 %)"
"438 Mulberry Row SE, Atlanta, GA 30354",Sold 06/04/2019,"$213,955 ",3 bds,3 ba,"1,952 sqft",Townhouse,2019,2019,Forced air,Central,4 spaces,,,"$215,145 ","$198,000 - $235,000",+$210 (+0.1 %)
"626 Waynes Ct SE, Atlanta, GA 30354",Sold 05/31/2019,"$99,000 ",3 bds,2 ba,"1,700 sqft",Single Family,1998,1998,Forced air,Central,,"6,874 sqft",,"$123,061 ","$112,000 - $135,000","+$4,223 (+3.6 %)"
"1871 Conrad Ave SE, Atlanta, GA 30315",Sold 05/31/2019,"$160,134 ",3 bds,1 ba,"1,364 sqft",Single Family,1930,1930,Forced air,Central,Detached Garage,"7,453 sqft",,"$144,623 ","$114,000 - $182,000",-$483 (-0.3 %)
"715 Tara Cir SE, Atlanta, GA 30354",Sold 05/31/2019,"$95,000 ",3 bds,1 ba,"1,040 sqft",Single Family,1970,1970,Other,Other,1 space,1 acre,,"$131,050 ","$104,000 - $155,000",-$531 (-0.4 %)
"2324 Burroughs Ave SE, Atlanta, GA 30315",Sold 05/30/2019,"$164,000 ",3 bds,2 ba,"1,237 sqft",Single Family,1950,1950,Forced air,Central,2 spaces,"10,193 sqft",,"$164,988 ","$152,000 - $180,000",+$206 (+0.1 %)
"245 Bromack Dr SE, Atlanta, GA 30315",Sold 05/29/2019,"$97,500 ",3 bds,1.5 ba,"1,100 sqft",Single Family,1960,1960,Forced air,Central,,"9,278 sqft",Candidate for a community solar programSun Number™: 20.22,"$140,609 ","$118,000 - $167,000","+$3,177 (+2.3 %)"
"442 Mulberry Row SE UNIT 0, Atlanta, GA 30354",Sold 05/29/2019,"$244,970 ",3 bds,2.5 ba,"1,891 sqft",Townhouse,2019,2019,,,,,,"$246,474 ","$227,000 - $269,000",+$324 (+0.1 %)
"9 Whatley St SE, Atlanta, GA 30315",Sold 05/28/2019,"$223,200 ",3 bds,2 ba,"1,643 sqft",Single Family,1925,1925,Forced air,Central,,"6,250 sqft",,"$224,596 ","$207,000 - $245,000",+$311 (+0.1 %)
"2135 Jernigan Dr SE, Atlanta, GA 30315",Sold 05/28/2019,"$53,000 ",3 bds,1 ba,900 sqft,Single Family,1950,1950,Forced air,None,,"10,428 sqft",,"$53,331 ","$49,000 - $58,000",+$74 (+0.1 %)
"3371 Ruby H Harper Blvd SE, Atlanta, GA 30354",Sold 05/28/2019,"$64,900 ",3 bds,1 ba,960 sqft,Single Family,1959,1959,Other,Central,1 space,0.43 acres,,"$112,747 ","$81,000 - $153,000",
"44 Macon Pl SE, Atlanta, GA 30354",Sold 05/28/2019,"$49,900 ",3 bds,1 ba,"1,063 sqft",Single Family,1956,1956,Forced air,Central,1 space,"9,583 sqft",,"$50,212 ","$46,000 - $55,000",+$70 (+0.1 %)
"670 Hutchens Rd SE, Atlanta, GA 30354",Sold 05/24/2019,"$229,000 ",3 bds,1 ba,"2,500 sqft",Single Family,1920,1920,Other,Central,1 space,3.4 acres,,"$230,540 ","$212,000 - $251,000",+$387 (+0.2 %)
"26 Dorothy St SE, Atlanta, GA 30315",Sold 05/24/2019,"$250,000 ",3 bds,3 ba,"1,623 sqft",Single Family,2019,2019,"Forced air, Heat pump",Central,2 spaces,0.35 acres,,"$205,985 ","$148,000 - $249,000","+$31,317 (+17.9 %)"
"2451 Center Pointe Cir SW, Atlanta, GA 30315",Sold 05/24/2019,"$234,900 ",3 bds,2.5 ba,"1,584 sqft",Single Family,2006,2006,Forced air,Central,,"10,018 sqft",,"$236,479 ","$218,000 - $258,000",+$396 (+0.2 %)
"2530 Preston View Ct SW, Atlanta, GA 30315",Sold 05/23/2019,"$270,735 ",3 bds,2.5 ba,"1,982 sqft",Single Family,2018,2018,Forced air,Central,,"8,276 sqft","Water/Sewer:,Public Water, Sewer Connected,Energy Related:,Double Pane/Thermo, Programmable Thermostat, Storm Doors,Great solar potentialSun Number™: 92.22","$272,587 ","$251,000 - $297,000",+$477 (+0.2 %)
"121 Adair Ave SE, Atlanta, GA 30315",Sold 05/23/2019,"$240,000 ",3 bds,2.5 ba,"1,476 sqft",Single Family,1920,1920,Forced air,Central,Detached Garage,0.31 acres,,"$241,642 ","$222,000 - $263,000",+$423 (+0.2 %)
"1749 Lisbon Dr SW, Atlanta, GA 30310",Sold 05/21/2019,"$41,500 ",3 bds,2 ba,"1,055 sqft",Townhouse,1950,1950,Forced air,Central,,"5,889 sqft","Water/Sewer:,Public Water,Great solar potentialSun Number™: 74.62","$107,620 ","$84,000 - $137,000","-$13,152 (-10.9 %)"
"3333 Renault Rd SE, Atlanta, GA 30354",Sold 05/20/2019,"$196,000 ",3 bds,1 ba,975 sqft,Single Family,1960,1960,Heat pump,Central,2 spaces,0.26 acres,"Water/Sewer:,Public Water, Sewer Connected,Candidate for a community solar programSun Number™: 20.22","$197,409 ","$182,000 - $215,000",+$387 (+0.2 %)
"1088 Victory Dr SW, Atlanta, GA 30310",Sold 05/20/2019,"$266,000 ",3 bds,2 ba,"1,360 sqft",Single Family,1928,1928,Forced air,Central,Detached Garage,"10,018 sqft","Wired,Sewer Desc:,Public Sewer,Energy Features:,Attic Vent Fans, Thermostat,Great solar potentialSun Number™: 77.82","$267,913 ","$246,000 - $292,000",+$526 (+0.2 %)
"3170 Waters Rd SW, Atlanta, GA 30354",Sold 05/20/2019,"$180,000 ",3 bds,2 ba,#NAME?,Single Family,1945,1945,Forced air,Central,,0.26 acres,,"$181,294 ","$167,000 - $198,000",+$356 (+0.2 %)
"410 Waters Rd SW, Atlanta, GA 30354",Sold 05/20/2019,"$180,000 ",3 bds,2 ba,744 sqft,Single Family,1945,1945,Forced air,Central,Detached Garage,0.26 acres,,"$181,294 ","$167,000 - $198,000",+$356 (+0.2 %)
"2317 Sargent Pl SE, Atlanta, GA 30315",Sold 05/17/2019,"$78,500 ",3 bds,1 ba,"1,038 sqft",Single Family,1951,1951,Other,Other,,"10,528 sqft",Great solar potentialSun Number™: 87.42,"$79,092 ","$73,000 - $86,000",+$173 (+0.2 %)
"2808 3rd Ave SW, Atlanta, GA 30315",Sold 05/17/2019,"$50,000 ",3 bds,2 ba,"1,071 sqft",Single Family,1947,1947,Forced air,Central,,0.35 acres,,"$156,269 ","$114,000 - $183,000","+$24,948 (+19.0 %)"
"1356 Kipling St SE, Atlanta, GA 30315",Sold 05/16/2019,"$56,000 ",3 bds,2 ba,"1,317 sqft",Single Family,1962,1962,Other,Central,,"10,105 sqft",,"$56,428 ","$52,000 - $62,000",+$127 (+0.2 %)
"1742 Lisbon Dr SW, Atlanta, GA 30310",Sold 05/16/2019,"$102,000 ",3 bds,2 ba,"1,012 sqft",Single Family,1950,1950,Forced air,Central,2 spaces,"6,446 sqft",,"$64,220 ","$58,000 - $71,000",+$239 (+0.4 %)
"22 Stillman St SE, Atlanta, GA 30315",Sold 05/16/2019,"$105,000 ",3 bds,2 ba,"1,150 sqft",Single Family,1945,1945,Forced air,Central,1 space,"4,930 sqft",,"$107,745 ","$78,000 - $141,000","-$2,765 (-2.5 %)"
