Address,Sold date,Sold price,Bedrooms,Bathrooms,Area,Type,Year built,Last remodel year,Heating,Cooling,Parking,HOA / Lot,Sunscore,Zestimate,Zestimate range,Last 30 day change
"563 Oder Ave, Staten Island, NY 10304",Sold 10/03/2019,"$475,000 ",3 bds,2 ba,"1,410 sqft",Single Family,1960,,Forced air,Other,Off street,"2,600 sqft",,,,
"246 Dubois Ave, Staten Island, NY 10310",Sold 10/03/2019,"$505,000 ",3 bds,1.5 ba,"1,200 sqft",Single Family,1910,,Forced air,Other,2 spaces,"2,626 sqft",,"$504,836 ","$464,000 - $545,000","+$1,669 (+0.3 %)"
"228 Titus Ave, Staten Island, NY 10306",Sold 10/03/2019,"$475,000 ",3 bds,1 ba,"1,092 sqft",Single Family,1960,1960,Forced air,,Carport,"3,998 sqft",,"$474,792 ","$437,000 - $513,000","-$13,879 (-2.8 %)"
"290 Annadale Rd, Staten Island, NY 10312",Sold 10/03/2019,"$535,000 ",3 bds,2.5 ba,"2,750 sqft",Single Family,1982,1982,Forced air,Central,Carport,"2,748 sqft",,"$534,740 ","$492,000 - $578,000",-$762 (-0.1 %)
"170 Katan Ave, Staten Island, NY 10308",Sold 10/03/2019,"$585,000 ",3 bds,2 ba,"1,215 sqft",Single Family,1950,1950,Gas,Central,Carport,"4,800 sqft","Sewer Type:,Municipal,Great solar potentialSun Number™: 92.62","$605,202 ","$575,000 - $635,000","+$9,164 (+1.5 %)"
"252 Waters Ave, Staten Island, NY 10314",Sold 10/03/2019,"$490,000 ",3 bds,2 ba,"1,100 sqft",Single Family,1930,,Baseboard,"Other, Solar, Wall",On street,"2,375 sqft","Cable Ready,Great solar potentialSun Number™: 86.22","$489,761 ","$451,000 - $529,000",-$246 (-0.1 %)
"38 Galvaston Loop, Staten Island, NY 10314",Sold 10/03/2019,"$615,000 ",3 bds,1.5 ba,"2,166 sqft",Single Family,1997,,Forced air,Other,2 spaces,"1,598 sqft",,"$614,701 ","$566,000 - $664,000",-$352 (-0.1 %)
"451 Katan Ave, Staten Island, NY 10308",Sold 10/03/2019,"$620,000 ",3 bds,2 ba,"1,368 sqft",Single Family,1975,1975,,,,"2,465 sqft",Great solar potentialSun Number™: 94.22,"$619,698 ","$570,000 - $669,000",-$561 (-0.1 %)
"126 E Brandis Ave, Staten Island, NY 10308",Sold 10/03/2019,"$498,000 ",3 bds,2 ba,"1,108 sqft",Single Family,1972,,Forced air,Central,,"2,400 sqft",Great solar potentialSun Number™: 80.62,"$497,662 ","$458,000 - $542,000",-$449 (-0.1 %)
"26 Hewitt Ave, Staten Island, NY 10301",Sold 10/03/2019,"$565,000 ",3 bds,1.75 ba,"1,288 sqft",Single Family,1975,1975,Forced air,,,"1,999 sqft",Candidate for a community solar programSun Number™: 23.02,"$564,725 ","$520,000 - $610,000",-$605 (-0.1 %)
"28 Reno Ave, Staten Island, NY 10306",Sold 10/03/2019,"$490,000 ",3 bds,1.75 ba,880 sqft,Single Family,1960,1960,Forced air,,,"5,039 sqft",Great solar potentialSun Number™: 87.02,"$479,720 ","$456,000 - $504,000","-$6,478 (-1.3 %)"
"844 Sheldon Ave, Staten Island, NY 10309",Sold 10/03/2019,"$563,000 ",3 bds,3 ba,"1,520 sqft",Single Family,1983,,Forced air,Central,1 space,"2,140 sqft",,"$562,726 ","$518,000 - $608,000",-$255 (-0.0 %)
"42 Britton St, Staten Island, NY 10310",Sold 10/03/2019,"$809,509 ",3 bds,1 ba,"1,424 sqft",Single Family,1899,,,,Off street,"5,000 sqft",,"$809,115 ","$744,000 - $874,000","+$191,809 (+31.1 %)"
"141 Delmar Ave, Staten Island, NY 10312",Sold 10/03/2019,"$900,000 ",3 bds,2.5 ba,"2,976 sqft",Single Family,1977,1977,Forced air,Central,Carport,"5,998 sqft",,"$899,562 ","$828,000 - $972,000",-$665 (-0.1 %)
"33 Walker St, Staten Island, NY 10302",Sold 10/03/2019,"$555,000 ",3 bds,1 ba,"1,900 sqft",Single Family,1925,1925,Forced air,Central,Detached Garage,"3,998 sqft",,"$554,730 ","$510,000 - $599,000",-$331 (-0.1 %)
"60 Linwood Ave, Staten Island, NY 10305",Sold 10/02/2019,"$715,000 ",3 bds,4 ba,"2,140 sqft",Single Family,1999,1999,Baseboard,Central,,"2,082 sqft",Great solar potentialSun Number™: 86.97,"$714,768 ","$658,000 - $772,000","-$6,956 (-1.0 %)"
"515 Medina St, Staten Island, NY 10306",Sold 10/02/2019,"$480,000 ",3 bds,3 ba,"1,816 sqft",Townhouse,1996,1996,Forced air,Central,Carport,"1,398 sqft",,"$479,886 ","$446,000 - $518,000","-$4,053 (-0.8 %)"
"165 Kemball Ave, Staten Island, NY 10314",Sold 10/02/2019,"$700,000 ",3 bds,3 ba,"1,632 sqft",Single Family,1945,,Other,Wall,Attached Garage,"5,700 sqft",,"$699,651 ","$644,000 - $756,000","+$36,546 (+5.5 %)"
"307 Gower St, Staten Island, NY 10314",Sold 10/02/2019,"$610,000 ",3 bds,2.5 ba,"1,384 sqft",Townhouse,1975,1975,Forced air,Central,,0.58 acres,Candidate for a community solar programSun Number™: 23.02,"$609,696 ","$561,000 - $658,000",-$266 (-0.0 %)
"240 Delaware Ave, Staten Island, NY 10305",Sold 10/02/2019,"$645,000 ",3 bds,2.25 ba,"1,269 sqft",Single Family,1960,1960,Forced air,Central,Attached Garage,"3,798 sqft",,"$644,678 ","$593,000 - $696,000",-$726 (-0.1 %)
"118 Jacques Ave, Staten Island, NY 10306",Sold 10/02/2019,"$815,000 ",3 bds,2.75 ba,"2,820 sqft",Single Family,1935,1935,Gas,Central,Detached Garage,"3,998 sqft",,"$814,448 ","$749,000 - $888,000",-$869 (-0.1 %)
"559 N Railroad Ave, Staten Island, NY 10304",Sold 10/02/2019,"$545,000 ",3 bds,1 ba,960 sqft,Single Family,1955,1955,Gas,Central,Attached Garage,"4,142 sqft",,"$544,728 ","$501,000 - $588,000",-$690 (-0.1 %)
"392 Robinson Ave, Staten Island, NY 10312",Sold 10/02/2019,"$765,000 ",3 bds,3 ba,"2,000 sqft",Single Family,1950,,,,Attached Garage,"3,800 sqft",,"$764,482 ","$703,000 - $833,000","+$7,318 (+1.0 %)"
"170 Balsam Pl, Staten Island, NY 10309",Sold 10/02/2019,"$420,000 ",3 bds,1.5 ba,"1,088 sqft",Condo,1986,1986,Electric,Central,1 space,$50/month,,"$419,715 ","$386,000 - $457,000",-$508 (-0.1 %)
"11 Pompey Ave, Staten Island, NY 10312",Sold 10/02/2019,"$715,500 ",3 bds,2.5 ba,"2,112 sqft",Single Family,1992,1992,Forced air,Central,,"9,178 sqft",Great solar potentialSun Number™: 71.82,"$715,143 ","$658,000 - $772,000",-$789 (-0.1 %)
"392 Robinson Ave, Staten Island, NY 10312",Sold 10/02/2019,"$765,000 ",3 bds,3 ba,"2,000 sqft",Single Family,1950,,,,Attached Garage,"3,800 sqft",,"$764,482 ","$703,000 - $833,000","+$7,318 (+1.0 %)"
"170 Balsam Pl, Staten Island, NY 10309",Sold 10/02/2019,"$420,000 ",3 bds,1.5 ba,"1,088 sqft",Condo,1986,1986,Electric,Central,1 space,$50/month,,"$419,715 ","$386,000 - $457,000",-$508 (-0.1 %)
"23 Arkansas Ave, Staten Island, NY 10308",Sold 10/02/2019,"$650,000 ",3 bds,3 ba,"1,440 sqft",Single Family,1999,1999,Forced air,Central,"Carport, Attached Garage",26 sqft,,"$649,676 ","$598,000 - $702,000",-$299 (-0.0 %)
"154 Potter Ave, Staten Island, NY 10314",Sold 10/02/2019,"$545,000 ",3 bds,1 ba,"1,300 sqft",Single Family,1925,1925,Gas,,Attached Garage,"3,998 sqft",,"$544,728 ","$501,000 - $588,000",-$251 (-0.0 %)
"125 Sawyer Ave, Staten Island, NY 10314",Sold 10/01/2019,"$2,800 ",3 bds,2 ba,"1,120 sqft",Single Family,1954,,,,Attached Garage,"5,500 sqft","Cable Ready,Great solar potentialSun Number™: 91.02","$596,776 ","$555,000 - $645,000","+$12,115 (+2.1 %)"
"55 Lyndale Ave, Staten Island, NY 10312",,"$510,000 ",3 bds,2 ba,"1,056 sqft",Single Family,1960,,Baseboard,Wall,3 spaces,"3,824 sqft",,"$531,410 ","$505,000 - $558,000","+$8,046 (+1.5 %)"
"6 Penn St, Staten Island, NY 10314",Sold 10/01/2019,"$599,900 ",3 bds,3 ba,"1,760 sqft",Single Family,1994,,Forced air,Central,1 space,"2,500 sqft","Cable Ready,Great solar potentialSun Number™: 93.42","$599,862 ","$558,000 - $648,000","+$12,693 (+2.2 %)"
"296 Sandalwood Dr, Staten Island, NY 10308",Sold 10/01/2019,"$545,000 ",3 bds,3 ba,"1,596 sqft",Single Family,1985,1985,Forced air,Central,Carport,"2,099 sqft","Sewer Type:,Municipal,Great solar potentialSun Number™: 91.82","$544,830 ","$507,000 - $588,000",-$358 (-0.1 %)
"309 Willard Ave, Staten Island, NY 10314",Sold 10/01/2019,"$525,500 ",3 bds,1 ba,"1,300 sqft",Single Family,1901,,Forced air,,On street,"3,001 sqft",,"$522,285 ","$481,000 - $564,000","-$2,516 (-0.5 %)"
"79 Stafford Ave, Staten Island, NY 10312",Sold 10/01/2019,"$568,000 ",3 bds,2.25 ba,"1,222 sqft",Single Family,1950,,Forced air,Wall,2 spaces,"3,998 sqft",,"$567,599 ","$522,000 - $619,000",-$507 (-0.1 %)
"230 Mill Rd, Staten Island, NY 10306",Sold 10/01/2019,"$566,000 ",3 bds,2 ba,960 sqft,Single Family,1960,,Forced air,Central,3 spaces,"3,550 sqft","Cable Ready,Sewer Type:,Municipal,Great solar potentialSun Number™: 95.02","$565,601 ","$520,000 - $617,000","-$1,053 (-0.2 %)"
"14 Thistle Ct, Staten Island, NY 10304",Sold 10/01/2019,"$460,000 ",3 bds,2.25 ba,"1,354 sqft",Townhouse,1998,1998,Forced air,Central,Attached Garage,"3,676 sqft",,"$459,765 ","$423,000 - $501,000",-$270 (-0.1 %)
"79 Milton Ave, Staten Island, NY 10306",Sold 10/01/2019,"$535,000 ",3 bds,2 ba,960 sqft,Single Family,1960,1960,Forced air,Central,,"3,920 sqft",Great solar potentialSun Number™: 81.42,"$534,630 ","$492,000 - $583,000",-$461 (-0.1 %)
"153 Brook Ave, Staten Island, NY 10306",Sold 10/01/2019,"$535,000 ",3 bds,2 ba,"1,600 sqft",Single Family,1982,,Forced air,Central,3 spaces,"2,400 sqft","Cable Ready,Great solar potentialSun Number™: 95.02","$534,726 ","$492,000 - $583,000",-$276 (-0.1 %)
"472 Barlow Ave, Staten Island, NY 10308",Sold 10/01/2019,"$515,000 ",3 bds,1.5 ba,"1,360 sqft",Single Family,1970,,Forced air,Central,2 spaces,"2,352 sqft","Cable Ready,Great solar potentialSun Number™: 75.02","$514,736 ","$474,000 - $561,000",-$229 (-0.0 %)
"27 Clearmont Ave, Staten Island, NY 10309",Sold 10/01/2019,"$612,000 ",3 bds,3 ba,"1,125 sqft",Single Family,1970,1970,,,,"4,000 sqft",Great solar potentialSun Number™: 95.02,"$552,006 ","$497,000 - $624,000","-$3,641 (-0.7 %)"
"20 Pearl St, Staten Island, NY 10304",Sold 10/01/2019,"$629,000 ",3 bds,2 ba,"2,224 sqft",Single Family,1955,,Forced air,Central,Attached Garage,"4,626 sqft",,"$628,678 ","$578,000 - $685,000",-$294 (-0.0 %)
"175 Freedom Ave, Staten Island, NY 10314",Sold 10/01/2019,"$520,000 ",3 bds,2 ba,"1,548 sqft",Single Family,1987,1987,Forced air,Central,,"1,938 sqft",,"$519,633 ","$478,000 - $566,000","-$9,328 (-1.8 %)"
"70 Vulcan St, Staten Island, NY 10305",Sold 10/01/2019,"$560,000 ",3 bds,3 ba,"1,290 sqft",Single Family,2006,,Forced air,Central,2 spaces,"2,299 sqft",,"$559,713 ","$515,000 - $610,000","-$30,477 (-5.2 %)"
"279 Ilyssa Way, Staten Island, NY 10312",Sold 10/01/2019,"$276,000 ",3 bds,4 ba,"1,575 sqft",Single Family,1996,,Forced air,Central,1 space,568 sqft,,"$369,677 ","$333,000 - $399,000","+$1,641 (+0.4 %)"
"500 Lincoln Ave, Staten Island, NY 10306",Sold 10/01/2019,"$590,000 ",3 bds,2 ba,"1,800 sqft",Single Family,2017,,Forced air,Central,1 space,"2,000 sqft",,"$589,592 ","$542,000 - $643,000",-$606 (-0.1 %)
"181 Constant Ave, Staten Island, NY 10314",Sold 10/01/2019,"$543,500 ",3 bds,2 ba,"1,548 sqft",Single Family,1945,,Other,,"Off street, Attached Garage","5,700 sqft",,"$543,124 ","$500,000 - $592,000","-$47,217 (-8.0 %)"
"396 Bartlett Ave, Staten Island, NY 10312",Sold 10/01/2019,"$585,000 ",3 bds,3 ba,"1,600 sqft",Single Family,1980,,Forced air,,Off street,"2,500 sqft",,"$584,587 ","$538,000 - $637,000",-$509 (-0.1 %)
"442 Ridgewood Ave, Staten Island, NY 10312",Sold 10/01/2019,"$510,000 ",3 bds,1.5 ba,"1,344 sqft",Single Family,1970,1970,Forced air,,Carport,"2,565 sqft",,"$509,739 ","$469,000 - $556,000",-$263 (-0.1 %)
"90 Cranford St, Staten Island, NY 10308",Sold 10/01/2019,"$572,000 ",3 bds,1.75 ba,"1,176 sqft",Single Family,1975,1975,Forced air,Central,,"2,500 sqft",Great solar potentialSun Number™: 92.62,"$571,707 ","$526,000 - $623,000",-$635 (-0.1 %)
"50 Britton, Staten Island, NY 10310",Sold 09/30/2019,"$790,000 ",3 bds,2 ba,"2,265 sqft",Single Family,,,,,,,,"$789,585 ","$726,000 - $861,000","+$208,946 (+36.0 %)"
"62 Seguine Pl, Staten Island, NY 10312",Sold 09/30/2019,"$430,000 ",3 bds,1.5 ba,"1,373 sqft",Townhouse,1986,,Forced air,Central,Carport,"1,755 sqft",,"$429,969 ","$400,000 - $464,000","+$6,736 (+1.6 %)"
"58 Grafe St, Staten Island, NY 10309",Sold 09/30/2019,"$650,000 ",3 bds,2.25 ba,"2,160 sqft",Single Family,1994,1994,Forced air,Central,,"3,262 sqft",Great solar potentialSun Number™: 92.62,"$649,724 ","$598,000 - $702,000","+$3,032 (+0.5 %)"
"278 Travis Ave, Staten Island, NY 10314",Sold 09/30/2019,"$475,000 ",3 bds,2 ba,"1,750 sqft",Single Family,1980,,Forced air,Central,Carport,"3,402 sqft","Cable Ready,Limited solar potentialSun Number™: 40.62","$576,660 ","$548,000 - $605,000","+$8,558 (+1.5 %)"
"20 Waring Ave, Staten Island, NY 10312",Sold 09/30/2019,"$550,000 ",3 bds,1.5 ba,"1,232 sqft",Single Family,1980,1980,Forced air,,,"2,400 sqft",Great solar potentialSun Number™: 81.42,"$549,604 ","$506,000 - $599,000",-$588 (-0.1 %)
"193 Rice Ave # B, Staten Island, NY 10314",Sold 09/30/2019,"$550,000 ",3 bds,#NAME?,"1,500 sqft",Single Family,1999,,Forced air,Central,,"1,999 sqft",,"$549,711 ","$506,000 - $599,000","+$3,107 (+0.6 %)"
"171 Keiber Ct, Staten Island, NY 10314",Sold 09/30/2019,"$742,000 ",3 bds,2 ba,"1,616 sqft",Single Family,1935,,Wall,Other,Carport,"4,000 sqft",,"$741,610 ","$682,000 - $808,000","+$16,683 (+2.3 %)"
"173 Harrison Pl, Staten Island, NY 10310",Sold 09/30/2019,"$450,000 ",3 bds,1 ba,"1,304 sqft",Single Family,1925,1925,,,"Carport, Detached Garage","3,101 sqft",,"$449,763 ","$414,000 - $490,000",-$311 (-0.1 %)
"781 Sinclair Ave, Staten Island, NY 10309",Sold 09/30/2019,"$685,000 ",3 bds,1.75 ba,"1,884 sqft",Single Family,1960,1960,Gas,Central,Attached Garage,"3,981 sqft",,"$674,638 ","$641,000 - $708,000","-$6,621 (-1.0 %)"
"176 Figurea Ave, Staten Island, NY 10312",Sold 09/27/2019,"$475,000 ",3 bds,3 ba,"1,585 sqft",Single Family,1988,,Forced air,Central,4 spaces,"1,955 sqft","Cable Ready,Great solar potentialSun Number™: 91.02","$474,731 ","$437,000 - $517,000",-$215 (-0.0 %)
"41 Simonson Ave, Staten Island, NY 10303",Sold 09/27/2019,"$488,800 ",3 bds,3 ba,"1,200 sqft",Single Family,2000,2000,Forced air,Central,Carport,"2,761 sqft",,"$488,523 ","$449,000 - $532,000",-$222 (-0.0 %)
"41 Purcell St, Staten Island, NY 10310",Sold 09/27/2019,"$580,000 ",3 bds,2 ba,"1,184 sqft",Single Family,1925,,Other,,,"2,112 sqft",,"$579,671 ","$533,000 - $632,000",-$263 (-0.0 %)
"232 Dover Grn, Staten Island, NY 10312",Sold 09/27/2019,"$460,000 ",3 bds,2 ba,"1,536 sqft",Single Family,1970,,Forced air,Central,"Off street, Attached Garage","1,991 sqft","Cable Ready,Great solar potentialSun Number™: 87.82","$459,739 ","$423,000 - $501,000",-$307 (-0.1 %)
"381 Lathrop Ave, Staten Island, NY 10302",Sold 09/27/2019,"$435,000 ",3 bds,1 ba,700 sqft,Single Family,1950,1950,,,Detached Garage,"3,554 sqft",,"$427,969 ","$407,000 - $449,000","-$5,601 (-1.3 %)"
"10 Yucca Dr, Staten Island, NY 10312",Sold 09/27/2019,"$420,000 ",3 bds,1.5 ba,"1,776 sqft",Townhouse,1980,1980,Forced air,Other,Detached Garage,"1,197 sqft",,"$419,762 ","$386,000 - $458,000",-$190 (-0.0 %)
"166 Lorraine Loop, Staten Island, NY 10309",Sold 09/27/2019,"$440,000 ",3 bds,2 ba,"1,120 sqft",Single Family,1992,1992,Gas,Central,,"1,062 sqft",Great solar potentialSun Number™: 83.82,"$439,750 ","$405,000 - $479,000",-$200 (-0.0 %)
"220 Winchester Ave, Staten Island, NY 10312",Sold 09/27/2019,"$625,000 ",3 bds,2 ba,"1,520 sqft",Single Family,1950,,Forced air,,"Carport, Off street, Attached Garage","5,301 sqft",,"$624,646 ","$575,000 - $681,000","+$5,310 (+0.9 %)"
"32 Pelton Ave, Staten Island, NY 10310",Sold 09/27/2019,"$1,000 ",3 bds,1 ba,"1,003 sqft",Single Family,1955,,Forced air,Central,,"3,937 sqft",Candidate for a community solar programSun Number™: 23.02,"$518,540 ","$462,000 - $565,000",-$220 (-0.0 %)
"18 Winant St, Staten Island, NY 10303",Sold 09/27/2019,"$425,000 ",3 bds,1.5 ba,"1,296 sqft",Single Family,1920,1920,Gas,,,"2,500 sqft",Good solar potentialSun Number™: 64.62,"$424,759 ","$391,000 - $463,000",-$192 (-0.0 %)
"26 Parkview Loop, Staten Island, NY 10314",Sold 09/27/2019,"$430,000 ",3 bds,3 ba,"1,480 sqft",Condo,1980,2017,Forced air,Central,Attached Garage,$270/month,,"$429,756 ","$395,000 - $468,000",-$492 (-0.1 %)
"92 Bodine St, Staten Island, NY 10310",Sold 09/27/2019,"$410,000 ",3 bds,2 ba,"1,120 sqft",Single Family,1901,1901,Forced air,,Off street,"4,268 sqft",,"$409,767 ","$377,000 - $447,000",-$186 (-0.0 %)
"337 Cortelyou Ave, Staten Island, NY 10312",Sold 09/27/2019,"$580,000 ",3 bds,1.5 ba,"1,564 sqft",Single Family,1970,1980,Forced air,Central,Carport,"2,600 sqft",,"$579,671 ","$533,000 - $632,000",-$263 (-0.0 %)
"47 Token St, Staten Island, NY 10312",Sold 09/27/2019,"$532,500 ",3 bds,2 ba,"1,584 sqft",Single Family,1970,,,"Central, Refrigeration",2 spaces,"2,860 sqft",,"$532,198 ","$490,000 - $580,000",-$368 (-0.1 %)
"133 Blackford Ave, Staten Island, NY 10302",Sold 09/27/2019,"$380,000 ",3 bds,1.5 ba,"1,264 sqft",Single Family,1905,,Gas,,,"2,500 sqft",Great solar potentialSun Number™: 72.62,"$379,784 ","$349,000 - $414,000",-$173 (-0.0 %)
"42 Mundy Ave, Staten Island, NY 10310",Sold 09/26/2019,"$465,000 ",3 bds,1.75 ba,"1,380 sqft",Single Family,1925,1925,Forced air,,Carport,"3,589 sqft",,"$464,884 ","$432,000 - $502,000","-$9,652 (-2.0 %)"
"97 Hickory Ave, Staten Island, NY 10305",Sold 09/26/2019,"$540,000 ",3 bds,2.25 ba,"1,300 sqft",Single Family,1950,,Gas,,Carport,"3,998 sqft",,"$539,686 ","$497,000 - $588,000",-$352 (-0.1 %)
"210 Maple Pkwy, Staten Island, NY 10303",Sold 09/26/2019,"$380,000 ",3 bds,2 ba,"1,204 sqft",Single Family,2003,,Forced air,Central,1 space,"1,742 sqft",,"$379,779 ","$349,000 - $414,000",-$184 (-0.0 %)
"94 Belmar Dr W, Staten Island, NY 10314",Sold 09/26/2019,"$425,000 ",3 bds,1.5 ba,"1,242 sqft",Townhouse,1982,1982,Forced air,Central,,"1,241 sqft",,"$424,753 ","$391,000 - $463,000",-$206 (-0.0 %)
"55 Manchester Dr, Staten Island, NY 10312",Sold 09/26/2019,"$549,500 ",3 bds,1 ba,"1,614 sqft",Single Family,1979,1979,Forced air,Central,,"2,787 sqft",Great solar potentialSun Number™: 83.82,"$549,181 ","$505,000 - $599,000",-$528 (-0.1 %)
"56 Penn Ave, Staten Island, NY 10306",Sold 09/26/2019,"$570,000 ",3 bds,1.5 ba,"1,500 sqft",Single Family,1960,1960,Forced air,Central,Carport,"4,900 sqft",,"$569,543 ","$507,000 - $638,000",-$352 (-0.1 %)
"361 Oak Ave, Staten Island, NY 10306",Sold 09/26/2019,"$676,200 ",3 bds,3 ba,"1,482 sqft",Single Family,2002,2002,Forced air,Other,Detached Garage,"2,591 sqft",,"$675,807 ","$622,000 - $737,000",-$612 (-0.1 %)
"36 Doreen Dr, Staten Island, NY 10303",Sold 09/26/2019,"$400,000 ",3 bds,1.5 ba,"1,159 sqft",Single Family,1988,1988,Forced air,Central,,"3,001 sqft",,"$399,646 ","$356,000 - $448,000",-$476 (-0.1 %)
"3545 Hylan Blvd, Staten Island, NY 10308",Sold 09/26/2019,"$572,000 ",3 bds,2 ba,"1,312 sqft",Single Family,1970,1970,Forced air,Central,,"2,448 sqft",,"$571,549 ","$509,000 - $640,000",-$349 (-0.1 %)
"1556 Victory Blvd, Staten Island, NY 10314",Sold 09/25/2019,"$596,000 ",3 bds,4 ba,"1,582 sqft",Single Family,1989,,Forced air,Central,Attached Garage,"5,749 sqft",,"$595,903 ","$554,000 - $644,000",-$40 (-0.0 %)
"485 Harold St, Staten Island, NY 10314",Sold 09/25/2019,"$615,000 ",3 bds,2 ba,"1,400 sqft",Single Family,1970,1970,Forced air,Central,Attached Garage,"2,650 sqft",,"$614,634 ","$565,000 - $670,000","+$17,805 (+3.0 %)"
"47 Wavecrest St, Staten Island, NY 10306",Sold 09/25/2019,"$230,000 ",3 bds,1 ba,602 sqft,Single Family,2000,1930,,,,"1,800 sqft",Great solar potentialSun Number™: 79.77,"$229,863 ","$211,000 - $251,000","-$73,445 (-24.2 %)"
"49 Bovanizer St, Staten Island, NY 10312",Sold 09/25/2019,"$655,000 ",3 bds,2 ba,"1,764 sqft",Single Family,1970,,Forced air,Central,Attached Garage,"4,708 sqft","Cable Ready,Great solar potentialSun Number™: 92.62","$654,610 ","$602,000 - $714,000",-$806 (-0.1 %)
"4816 Hylan Blvd, Staten Island, NY 10312",Sold 09/25/2019,$10 ,3 bds,2 ba,"2,980 sqft",Multi Family,1993,,Baseboard,Central,"Off street, Attached Garage",,,"$987,552 ","$938,000 - $1.09M","-$9,383 (-0.9 %)"
"44 Raritan Ave, Staten Island, NY 10304",Sold 09/25/2019,"$450,000 ",3 bds,2 ba,"1,344 sqft",Single Family,1975,1975,,,,"2,500 sqft",,"$449,732 ","$414,000 - $490,000",-$212 (-0.0 %)
"142 Gurley Ave, Staten Island, NY 10308",Sold 09/25/2019,"$605,000 ",3 bds,3 ba,"1,275 sqft",Single Family,1940,1940,Forced air,Central,,"5,000 sqft",Great solar potentialSun Number™: 94.22,"$604,640 ","$556,000 - $659,000",-$687 (-0.1 %)
"72 Hartford Ave, Staten Island, NY 10310",Sold 09/25/2019,"$575,000 ",3 bds,1.75 ba,"1,232 sqft",Single Family,1940,1940,Gas,Central,,"2,609 sqft",Great solar potentialSun Number™: 87.82,"$574,658 ","$529,000 - $626,000","+$6,688 (+1.2 %)"
"15 Howard Ct, Staten Island, NY 10310",Sold 09/25/2019,"$470,000 ",3 bds,1 ba,"1,442 sqft",Single Family,1926,1926,Forced air,,Detached Garage,"3,240 sqft",,"$469,720 ","$432,000 - $512,000","+$10,216 (+2.2 %)"
"15 Margo Loop, Staten Island, NY 10301",Sold 09/25/2019,"$465,000 ",3 bds,2 ba,"1,176 sqft",Single Family,2002,,,,1 space,"3,005 sqft",,"$464,723 ","$428,000 - $507,000",-$308 (-0.1 %)
"87 Windham #87, Staten Island, NY 10314",Sold 09/24/2019,"$222,000 ",3 bds,2 ba,"1,568 sqft",Condo,,,,,,,,"$221,865 ","$204,000 - $242,000",-$122 (-0.1 %)
"122 Maybury Ave, Staten Island, NY 10308",Sold 09/24/2019,"$550,000 ",3 bds,2 ba,"1,380 sqft",Single Family,1965,,Forced air,Wall,"Carport, Off street","2,300 sqft","Cable Ready,Great solar potentialSun Number™: 95.02","$549,665 ","$506,000 - $599,000",-$446 (-0.1 %)
"106 Clinton Pl, Staten Island, NY 10302",Sold 09/24/2019,"$385,000 ",3 bds,1.5 ba,"1,200 sqft",Single Family,1965,1965,Forced air,,,"2,374 sqft",Good solar potentialSun Number™: 65.42,"$384,766 ","$354,000 - $419,000","-$7,130 (-1.8 %)"
"87 Norwood Ave, Staten Island, NY 10304",Sold 09/24/2019,"$435,000 ",3 bds,1 ba,990 sqft,Single Family,1950,,Baseboard,Wall,1 space,"4,500 sqft",,"$434,735 ","$400,000 - $474,000",-$394 (-0.1 %)
"1097 Rensselaer Ave, Staten Island, NY 10309",,"$676,000 ",3 bds,3 ba,"1,600 sqft",Single Family,1998,,Forced air,Central,,"2,700 sqft",,"$675,589 ","$622,000 - $736,000",-$596 (-0.1 %)
"87 Norwood Ave, Staten Island, NY 10304",Sold 09/24/2019,"$435,000 ",3 bds,1 ba,990 sqft,Single Family,1950,,Baseboard,Wall,1 space,"4,500 sqft",,"$434,735 ","$400,000 - $474,000",-$394 (-0.1 %)
"122 Maybury Ave, Staten Island, NY 10308",Sold 09/24/2019,"$550,000 ",3 bds,2 ba,"1,380 sqft",Single Family,1965,,Forced air,Wall,"Carport, Off street","2,300 sqft","Cable Ready,Great solar potentialSun Number™: 95.02","$549,665 ","$506,000 - $599,000",-$446 (-0.1 %)
"16 Crossfield Ave, Staten Island, NY 10312",Sold 09/23/2019,"$522,000 ",3 bds,2.25 ba,"1,120 sqft",Single Family,1995,1995,Forced air,Central,,"2,639 sqft",Great solar potentialSun Number™: 86.22,"$521,883 ","$485,000 - $564,000",-$96 (-0.0 %)
"94 Gauldy Ave, Staten Island, NY 10314",Sold 09/23/2019,"$475,000 ",3 bds,2 ba,"1,300 sqft",Single Family,1987,,Forced air,Central,1 space,"1,620 sqft","Sewer Type:,Municipal,Great solar potentialSun Number™: 95.02","$474,704 ","$437,000 - $517,000",-$548 (-0.1 %)
"115 Ambassador Ln, Staten Island, NY 10309",Sold 09/23/2019,"$637,500 ",3 bds,2.5 ba,"2,565 sqft",Single Family,2004,,,,Off street,"8,846 sqft",,"$637,103 ","$586,000 - $694,000",-$371 (-0.1 %)
"41 Bradley Ave, Staten Island, NY 10314",Sold 09/20/2019,"$410,000 ",3 bds,2.5 ba,"1,672 sqft",Townhouse,1988,1988,Forced air,,,"2,260 sqft",Candidate for a community solar programSun Number™: 23.02,"$409,831 ","$377,000 - $443,000",-$175 (-0.0 %)
"59 Rolling Hill Grn, Staten Island, NY 10312",Sold 09/20/2019,"$467,000 ",3 bds,2 ba,"1,441 sqft",Townhouse,1978,1978,Forced air,Central,Carport,"2,330 sqft",,"$458,684 ","$436,000 - $482,000",+$394 (+0.1 %)
